,Month,Days,DayOfWeek,Nights,Type,RateCode,TrackCode,Occupied,ADR,Rate
26640,5,24,1,1,2,5,0,100,86.61,65.0
26641,9,12,0,4,3,25,0,100,85.45,70.0
26642,6,7,1,1,2,5,0,100,102.87,65.0
26643,10,24,6,3,2,5,0,82,77.28,65.0
26644,6,11,5,1,2,0,3,100,130.83,159.0
26645,2,4,4,1,2,25,0,100,111.79,70.0
26646,12,16,4,2,3,58,1,100,149.38,149.0
26647,8,19,4,2,2,64,1,100,101.48,105.73
26648,1,25,1,1,1,20,1,93,75.62,55.25
26649,2,16,2,4,7,1,1,100,110.27,135.0
26650,3,6,6,1,3,0,1,83,80.13,89.0
26651,8,14,6,1,5,0,1,100,83.17,99.0
26652,3,31,3,1,7,106,1,100,94.99,93.6
26653,3,2,2,1,2,0,1,99,84.76,114.0
26654,6,12,6,1,3,24,0,86,84.34,70.0
26655,1,31,6,5,3,3,0,72,73.49,70.0
26656,2,6,6,1,5,0,1,100,104.88,105.0
26657,2,21,6,2,7,1,1,100,105.86,125.0
26658,7,3,6,5,2,0,0,94,90.1,175.0
26659,11,29,0,1,3,24,0,78,75.04,70.0
26660,7,21,3,1,3,24,0,100,94.72,70.0
26661,4,21,3,3,3,1,1,100,96.94,115.0
26662,11,7,0,4,3,0,1,83,80.2,109.0
26663,9,15,3,1,2,4,0,100,87.29,70.0
26664,1,19,2,1,1,78,1,96,77.41,66.75
26665,4,14,3,1,2,20,1,100,87.7,68.25
26666,11,27,6,3,2,64,1,62,79.51,88.35
26667,8,1,0,1,3,20,1,81,85.57,64.35
26668,8,28,6,4,7,104,0,88,79.88,109.05
26669,1,21,4,2,3,64,3,91,89.82,105.73
26670,9,10,4,1,3,1,1,100,114.73,120.0
26671,7,10,6,1,3,45,1,97,102.02,98.8
26672,11,7,6,5,2,25,0,53,75.74,70.0
26673,3,7,0,1,2,20,1,84,79.07,65.49
26674,8,27,5,1,2,0,0,100,117.33,139.0
26675,9,15,3,1,2,104,3,100,87.29,129.0
26676,5,26,3,1,3,78,1,100,94.61,92.1
26677,4,19,1,1,5,64,0,100,85.39,108.3
26678,8,31,2,1,6,64,1,95,79.46,100.99
26679,3,9,2,4,3,55,1,100,93.82,104.44
26680,7,6,2,12,3,0,1,100,109.12,199.0
26681,5,13,4,1,5,103,1,100,115.42,85.0
26682,2,26,5,1,3,24,0,100,128.02,70.0
26683,8,23,1,1,6,21,1,98,82.48,83.85
26684,2,14,0,1,6,0,1,91,83.93,89.0
26685,7,16,5,1,2,58,1,100,130.04,139.0
26686,3,26,5,1,5,15,0,100,133.64,119.0
26687,8,24,2,1,3,0,1,98,84.68,99.0
26688,7,23,5,3,2,24,0,100,131.91,70.0
26689,9,19,6,5,3,25,0,87,81.22,70.0
26690,6,1,1,1,3,4,0,98,80.56,70.0
26691,5,23,0,1,2,64,1,88,85.5,108.3
26692,10,15,5,1,7,64,1,100,135.68,183.33
26693,9,5,0,5,2,3,0,81,80.09,70.0
26694,8,12,4,1,5,106,1,99,109.71,93.51
26695,12,18,6,1,1,18,1,61,79.01,63.75
26696,9,22,3,1,2,45,1,99,96.31,108.3
26697,1,23,5,1,6,1,1,100,100.21,115.0
26698,1,10,6,5,3,19,0,62,75.31,70.0
26699,9,23,4,1,2,78,0,100,147.46,156.75
26700,7,27,1,1,3,103,1,99,83.35,85.0
26701,3,1,1,1,2,5,0,97,81.35,65.0
26702,11,18,4,1,3,106,3,99,129.02,180.55
26703,3,7,0,1,1,20,1,84,79.07,58.5
26704,4,15,4,1,1,4,0,100,105.14,70.0
26705,2,11,3,1,3,1,1,98,90.3,110.0
26706,4,1,4,1,7,64,1,100,126.56,183.33
26707,8,27,5,1,5,0,1,100,117.33,179.0
26708,8,29,6,5,2,3,0,88,89.59,70.0
26709,11,7,0,4,3,0,0,83,80.2,99.0
26710,2,23,2,1,2,5,0,100,96.56,65.0
26711,8,3,2,2,2,24,0,95,95.08,70.0
26712,2,28,0,1,2,0,4,87,78.75,95.0
26713,9,3,4,2,2,1,1,100,103.53,110.0
26714,6,17,4,1,3,1,1,100,152.05,134.0
26715,10,28,4,2,3,81,3,95,168.05,191.2
26716,4,8,4,1,7,24,0,100,136.23,70.0
26717,11,16,2,1,3,104,1,91,84.23,109.0
26718,5,25,2,1,6,48,0,100,88.4,93.86
26719,7,19,1,1,3,9,1,100,85.13,83.16
26720,11,10,3,1,2,71,1,96,90.7,98.1
26721,4,6,1,1,3,5,0,88,76.4,65.0
26722,9,3,5,1,2,0,1,100,132.69,129.0
26723,9,8,3,1,0,5,0,98,60.7,65.0
26724,5,30,0,1,3,0,1,54,87.38,113.3
26725,3,3,3,1,3,0,1,93,86.11,104.0
26726,9,1,3,1,2,0,4,100,85.45,99.0
26727,4,18,0,2,6,67,1,99,89.35,97.97
26728,12,10,5,1,2,72,1,99,148.0,141.55
26729,2,7,0,2,2,0,0,94,82.99,101.35
26730,9,3,5,1,3,10,1,100,132.69,114.72
26731,6,24,4,4,2,4,0,100,128.01,70.0
26732,3,5,5,1,3,78,1,100,132.36,126.75
26733,12,30,3,1,3,64,1,90,89.96,99.3
26734,5,9,0,1,3,20,1,89,80.74,74.23
26735,5,6,4,3,2,78,1,100,135.53,141.75
26736,2,14,6,1,3,1,1,97,101.47,115.0
26737,5,24,1,1,7,0,4,100,86.61,115.0
26738,10,31,0,2,2,21,0,81,76.61,74.1
26739,12,22,3,1,3,0,4,75,80.09,90.0
26740,5,13,4,3,6,104,0,100,115.42,159.0
26741,6,20,0,1,1,0,1,100,91.59,134.1
26742,7,3,6,1,3,78,1,94,90.1,70.5
26743,5,30,0,4,3,25,0,54,87.38,70.0
26744,6,5,6,1,6,64,0,88,91.36,104.07
26745,6,7,0,1,2,5,0,99,77.11,65.0
26746,10,28,4,1,3,0,0,95,168.05,239.0
26747,12,27,0,1,7,58,1,99,85.63,81.0
26748,9,9,3,2,2,1,1,99,88.2,110.0
26749,10,10,0,1,2,10,1,100,82.35,87.77
26750,11,17,3,1,3,15,0,90,85.09,65.0
26751,9,16,4,1,5,0,1,100,122.23,139.0
26752,12,16,4,2,5,37,3,100,149.38,176.84
26753,5,28,5,2,2,48,1,100,121.25,128.09
26754,6,28,1,1,2,0,0,96,83.29,115.4
26755,1,27,3,1,3,25,0,99,87.29,70.0
26756,7,1,4,1,3,0,1,100,124.75,100.0
26757,12,20,1,2,2,78,1,76,88.01,85.5
26758,9,25,6,26,2,102,0,95,81.05,96.9
26759,4,27,2,1,5,0,4,100,85.68,115.0
26760,4,5,0,4,3,24,0,86,67.45,70.0
26761,8,31,2,1,3,64,1,95,79.46,90.25
26762,12,30,3,1,3,20,1,90,89.96,55.25
26763,6,27,0,2,2,0,0,95,84.45,159.0
26764,9,25,6,5,3,1,0,95,81.05,70.0
26765,8,14,6,5,3,25,0,100,83.17,70.0
26766,6,25,5,1,2,58,1,100,127.55,169.0
26767,9,5,0,1,2,0,1,81,80.09,85.0
26768,8,8,0,1,3,64,3,94,80.51,113.05
26769,12,12,0,4,4,39,3,85,84.8,88.54
26770,1,23,6,5,5,25,0,78,76.06,70.0
26771,9,20,1,2,3,67,3,99,82.56,123.0
26772,4,25,0,4,3,3,1,86,84.11,70.0
26773,1,24,0,1,6,64,1,85,74.37,85.64
26774,12,20,1,1,6,64,1,76,88.01,101.37
26775,8,2,1,1,2,9,1,88,76.75,91.56
26776,2,14,0,1,2,103,0,91,83.93,85.0
26777,10,12,2,1,6,58,1,100,76.95,124.0
26778,5,16,0,1,2,0,1,99,81.26,119.0
26779,1,7,4,2,3,1,1,86,108.62,89.0
26780,2,25,3,1,3,1,1,99,84.13,100.0
26781,6,8,2,1,5,0,1,100,92.36,100.0
26782,9,3,5,1,3,0,1,100,132.69,139.0
26783,7,14,3,2,6,0,1,100,107.72,124.0
26784,2,22,1,1,1,24,0,100,99.05,70.0
26785,10,23,5,1,2,1,1,100,118.05,100.0
26786,5,4,2,1,5,103,1,100,87.28,85.0
26787,12,9,4,1,5,0,1,89,103.1,90.0
26788,1,11,1,1,3,78,1,96,76.55,63.75
26789,11,18,4,1,3,43,1,99,129.02,161.1
26790,7,26,1,1,3,58,1,100,88.87,84.15
26791,8,3,2,2,3,78,1,95,95.08,89.25
26792,10,5,2,1,3,64,3,100,78.53,108.3
26793,4,18,0,3,3,52,1,99,89.35,89.64
26794,5,8,6,2,2,0,1,77,80.35,85.0
26795,8,6,5,1,3,64,1,100,117.92,105.73
26796,4,19,1,1,2,0,1,100,85.39,114.0
26797,4,3,6,5,2,24,0,68,75.22,70.0
26798,11,8,1,1,3,25,0,98,81.23,70.0
26799,4,11,0,1,3,4,0,88,82.45,70.0
26800,7,9,5,1,3,50,1,100,157.86,179.1
26801,2,27,6,5,6,3,0,94,112.02,70.0
26802,12,28,1,1,3,58,1,87,76.94,89.0
26803,9,15,3,1,5,0,4,100,87.29,124.0
26804,10,17,6,4,2,3,0,70,75.56,70.0
26805,11,6,6,4,3,3,0,60,78.54,70.0
26806,9,16,3,7,3,5,0,90,80.65,65.0
26807,9,11,6,5,3,25,0,94,79.22,70.0
26808,3,17,3,2,3,5,0,100,86.91,65.0
26809,1,31,6,1,7,103,1,72,73.49,85.0
26810,8,4,3,1,3,64,1,100,94.15,161.55
26811,3,18,4,2,2,0,1,98,141.58,149.0
26812,9,7,2,2,2,102,1,100,88.23,96.9
26813,3,28,0,1,3,58,1,93,80.61,90.0
26814,12,12,6,5,2,3,0,72,82.15,70.0
26815,3,12,5,3,3,18,1,100,149.7,156.75
26816,2,18,3,4,3,1,1,86,78.35,115.0
26817,6,12,6,1,6,64,1,86,84.34,99.75
26818,2,25,4,2,7,104,3,100,123.82,189.0
26819,2,9,2,1,3,0,3,83,77.53,80.0
26820,11,8,1,1,2,0,4,98,81.23,99.0
26821,8,10,2,1,2,0,4,100,79.82,109.0
26822,9,24,5,1,2,48,3,100,160.05,197.65
26823,2,12,5,1,3,15,0,100,119.43,70.0
26824,4,29,4,1,6,1,0,100,150.9,139.0
26825,10,21,4,2,1,104,3,100,115.9,178.65
26826,9,4,6,7,3,0,1,83,109.24,99.0
26827,6,12,6,1,3,64,0,86,84.34,85.5
26828,9,12,0,4,3,25,0,100,85.45,70.0
26829,1,15,5,1,6,4,0,100,111.28,70.0
26830,1,25,1,1,2,20,1,93,75.62,55.25
26831,10,20,3,1,5,0,1,96,81.19,109.0
26832,7,3,6,5,2,0,0,94,90.1,175.0
26833,11,27,6,5,2,1,0,62,79.51,70.0
26834,4,27,2,1,7,0,1,100,85.68,115.0
26835,1,22,5,1,2,0,1,100,120.28,134.55
26836,5,2,6,5,3,25,0,84,75.99,70.0
26837,8,5,4,7,2,3,0,100,119.15,70.0
26838,7,6,2,1,0,64,1,100,109.12,113.05
26839,5,16,0,7,3,21,1,99,81.26,80.43
26840,9,16,4,2,3,48,0,100,122.23,142.35
26841,8,5,4,1,6,41,1,100,119.15,161.1
26842,4,19,0,1,5,103,1,96,76.8,85.0
26843,5,20,4,2,3,51,0,100,125.44,113.99
26844,9,18,6,5,3,3,0,76,81.88,70.0
26845,5,13,4,1,3,0,3,100,115.42,169.0
26846,1,14,3,1,3,1,1,100,85.45,100.0
26847,5,27,4,1,3,18,1,100,115.71,119.25
26848,5,26,3,2,2,58,1,100,94.61,139.0
26849,5,1,6,1,6,106,1,76,79.59,107.82
26850,8,6,4,1,5,103,1,100,108.97,85.0
26851,6,5,6,1,3,20,1,88,91.36,64.35
26852,12,26,6,5,2,25,0,90,74.23,70.0
26853,4,27,2,1,6,20,1,100,85.68,83.85
26854,10,16,6,5,2,25,1,79,74.03,70.0
26855,3,2,2,1,6,64,1,99,84.76,89.3
26856,9,10,5,20,1,0,1,100,103.01,114.0
26857,8,6,5,1,1,106,0,100,117.92,161.1
26858,6,15,2,1,2,25,0,100,91.07,70.0
26859,8,14,6,1,1,34,3,100,83.17,112.0
26860,4,6,1,1,3,4,0,88,76.4,70.0
26861,8,17,2,1,2,43,1,100,83.25,108.3
26862,6,27,6,1,5,103,1,87,76.97,85.0
26863,4,25,0,1,2,5,0,86,84.11,65.0
26864,7,12,1,1,7,24,0,100,109.76,70.0
26865,5,6,4,2,5,0,0,100,135.53,199.0
26866,11,11,4,1,3,0,3,100,137.21,159.0
26867,11,18,4,1,3,0,0,99,129.02,194.0
26868,5,26,3,2,2,64,3,100,94.61,126.16
26869,11,8,1,1,2,24,0,98,81.23,70.0
26870,3,11,4,1,2,0,1,100,165.51,199.0
26871,5,22,6,1,4,58,0,80,81.14,95.0
26872,8,20,5,0,3,78,1,100,100.31,104.25
26873,12,10,4,2,3,1,0,97,99.27,99.0
26874,12,1,3,1,3,1,1,100,104.94,109.0
26875,12,14,1,3,2,5,0,90,77.0,65.0
26876,4,26,1,1,3,67,1,100,85.74,101.97
26877,2,15,1,5,3,1,1,97,95.44,130.0
26878,1,10,0,1,3,64,0,82,72.59,76.0
26879,4,25,0,1,1,58,1,86,84.11,85.0
26880,3,3,3,1,3,9,1,93,86.11,87.36
26881,1,20,3,1,3,1,1,100,89.22,115.0
26882,8,17,1,1,5,4,0,99,81.25,70.0
26883,6,27,0,4,3,24,0,95,84.45,70.0
26884,11,1,1,4,6,106,4,99,86.5,90.25
26885,9,12,6,5,3,4,0,89,84.75,70.0
26886,12,3,5,2,3,1,1,99,133.03,120.0
26887,6,20,6,5,3,25,0,83,82.54,70.0
26888,12,4,6,3,6,1,1,95,105.3,125.0
26889,10,2,5,1,2,3,0,100,128.14,70.0
26890,4,14,3,2,6,78,4,100,87.7,93.0
26891,3,5,5,1,2,9,1,100,132.36,137.54
26892,12,4,6,5,2,25,0,95,105.3,70.0
26893,7,21,3,1,5,64,3,100,94.72,136.8
26894,5,13,4,1,3,0,1,100,115.42,169.0
26895,12,30,3,1,3,4,0,90,89.96,70.0
26896,5,1,6,1,7,103,1,76,79.59,85.0
26897,4,26,0,1,2,5,0,77,64.77,65.0
26898,11,24,3,1,2,64,3,62,93.22,101.37
26899,1,27,2,1,3,4,0,80,71.69,70.0
26900,9,26,0,1,3,24,0,100,83.7,70.0
26901,10,15,5,1,2,50,1,100,135.68,161.1
26902,9,7,2,1,3,58,3,100,88.23,117.0
26903,2,27,6,4,2,3,0,94,112.02,70.0
26904,12,12,0,1,3,4,0,85,84.8,70.0
26905,11,12,4,1,2,5,0,100,111.39,65.0
26906,7,3,5,1,1,1,1,100,116.88,109.0
26907,6,15,2,1,4,64,1,100,91.07,122.55
26908,9,6,1,10,5,0,1,100,32.56,105.0
26909,4,5,1,1,3,64,0,100,83.82,90.25
26910,11,5,5,1,3,78,3,96,112.5,129.25
26911,7,31,6,5,3,25,0,90,81.33,70.0
26912,10,17,0,2,3,5,0,99,84.11,65.0
26913,5,26,3,1,2,106,4,100,94.61,119.52
26914,9,26,0,1,3,106,3,100,83.7,107.1
26915,12,31,5,1,3,64,0,87,98.9,94.05
26916,7,25,6,1,0,17,0,92,82.87,70.0
26917,12,2,4,1,3,64,1,66,99.37,132.05
26918,1,12,2,1,6,103,1,94,78.84,85.0
26919,8,31,2,1,1,0,1,95,79.46,85.0
26920,2,15,1,1,3,5,0,97,95.44,65.0
26921,10,28,4,2,2,79,3,95,168.05,191.2
26922,6,11,5,1,6,58,3,100,130.83,179.0
26923,12,10,5,1,2,43,1,99,148.0,174.6
26924,12,27,1,1,3,9,1,99,89.3,87.36
26925,10,28,4,3,3,81,1,95,168.05,191.2
26926,2,25,4,1,7,78,0,100,123.82,141.75
26927,8,22,0,2,3,69,1,96,84.63,83.28
26928,5,6,4,1,1,0,1,100,135.53,80.0
26929,1,29,5,1,3,25,0,100,122.01,70.0
26930,7,11,6,1,6,103,1,89,76.41,85.0
26931,9,25,6,5,3,1,0,95,81.05,70.0
26932,9,28,2,3,3,58,1,100,90.55,114.0
26933,5,13,4,1,2,107,1,100,115.42,111.2
26934,1,11,0,1,2,5,0,59,74.92,65.0
26935,6,11,5,1,3,58,1,100,130.83,169.0
26936,7,19,1,1,1,106,1,100,85.13,89.1
26937,2,27,5,2,6,1,1,100,103.6,125.0
26938,5,4,2,1,6,0,1,100,87.28,120.0
26939,3,25,4,1,2,25,0,100,149.51,70.0
26940,4,19,1,2,7,24,0,100,85.39,70.0
26941,6,20,0,1,6,58,1,100,91.59,104.9
26942,7,29,3,2,2,4,0,100,87.53,70.0
26943,2,1,1,2,6,64,1,100,78.92,95.62
26944,8,15,0,3,2,22,1,100,84.22,85.5
26945,3,13,5,6,2,25,0,100,96.49,70.0
26946,9,16,3,1,6,103,1,90,80.65,85.0
26947,1,12,2,1,2,64,1,94,78.84,84.55
26948,7,4,0,1,3,52,1,64,101.11,116.1
26949,8,8,0,1,3,64,3,94,80.51,108.3
26950,7,25,0,4,2,4,0,99,88.52,70.0
26951,1,26,2,1,5,35,1,96,75.92,140.0
26952,12,29,3,1,3,9,1,91,79.54,67.2
26953,1,1,5,1,2,0,0,79,92.58,89.0
26954,12,6,0,1,7,1,1,100,98.82,129.0
26955,10,29,5,1,0,104,1,100,173.64,249.0
26956,11,5,5,1,5,103,1,96,112.5,85.0
26957,2,8,1,3,7,0,0,88,76.98,89.05
26958,9,13,1,3,2,78,1,100,82.33,85.5
26959,1,30,6,5,3,3,0,63,76.11,70.0
26960,9,29,3,1,1,106,4,100,88.65,111.6
26961,10,28,4,2,6,58,3,95,168.05,219.0
26962,1,12,2,2,7,4,0,94,78.84,70.0
26963,11,19,4,2,2,1,1,99,121.0,129.0
26964,3,13,6,1,3,9,1,90,87.62,75.6
26965,4,20,2,1,1,9,1,100,82.77,87.36
26966,9,26,0,3,5,84,1,100,83.7,90.44
26967,4,4,0,1,3,64,1,99,81.87,108.02
26968,7,29,4,2,7,58,3,100,144.11,179.0
26969,9,5,0,1,6,72,1,81,80.09,100.32
26970,6,23,2,1,6,24,0,96,82.18,70.0
26971,11,25,4,2,2,79,1,85,109.72,118.72
26972,5,8,6,2,3,0,3,77,80.35,106.05
26973,8,12,4,5,0,0,1,99,109.71,159.0
26974,5,16,0,1,2,106,1,99,81.26,99.68
26975,11,20,6,2,2,0,1,81,84.56,90.0
26976,12,30,3,1,3,64,3,90,89.96,88.11
26977,2,7,0,1,2,5,1,94,82.99,65.0
26978,7,30,5,1,2,56,1,100,150.52,154.92
26979,5,9,0,1,2,0,4,89,80.74,95.0
26980,4,2,5,1,7,64,3,100,126.59,139.68
26981,10,29,5,1,3,41,3,100,173.64,233.1
26982,9,16,4,2,3,78,1,100,122.23,119.25
26983,6,8,2,2,3,55,1,100,92.36,101.75
26984,7,23,5,1,3,5,3,100,131.91,65.0
26985,7,13,1,1,3,4,0,98,76.58,70.0
26986,5,23,0,2,3,41,1,88,85.5,93.6
26987,8,25,3,1,3,0,3,99,81.73,119.0
26988,8,14,6,1,2,106,1,100,83.17,98.1
26989,3,25,3,3,4,1,1,100,83.34,100.0
26990,9,5,0,1,7,21,0,81,80.09,58.5
26991,3,23,1,1,7,103,1,91,75.24,85.0
26992,1,29,5,1,1,3,0,100,122.01,70.0
26993,4,28,2,1,7,103,1,93,76.02,85.0
26994,6,6,0,1,7,58,1,100,86.44,134.0
26995,1,29,5,1,1,25,0,100,122.01,70.0
26996,12,4,6,2,3,1,1,95,105.3,115.0
26997,8,10,1,1,2,5,0,99,77.93,65.0
26998,2,3,3,2,7,0,1,100,94.55,112.15
26999,5,4,2,1,2,67,1,100,87.28,102.6
27000,5,6,4,1,3,70,3,100,135.53,152.15
27001,10,9,6,1,3,21,0,100,79.53,64.35
27002,5,4,2,1,3,24,0,100,87.28,70.0
27003,2,19,4,2,3,1,1,99,103.64,115.0
27004,7,17,6,1,3,0,0,95,98.81,175.0
27005,12,25,6,1,3,64,1,94,83.73,96.72
27006,7,28,3,1,6,0,1,100,93.61,154.0
27007,8,25,3,1,5,0,1,99,81.73,65.0
27008,12,22,3,1,7,9,3,75,80.09,91.56
27009,4,23,5,1,2,25,0,100,136.41,70.0
27010,3,21,0,1,2,103,1,100,93.14,85.0
27011,12,5,6,2,3,1,1,95,99.33,105.0
27012,2,23,2,2,2,32,3,100,96.56,99.16
27013,10,31,6,1,2,103,0,71,76.51,85.0
27014,3,18,4,2,0,64,1,98,141.58,163.93
27015,3,29,1,1,5,58,1,100,82.43,119.0
27016,3,14,0,1,3,58,1,85,77.05,80.0
27017,11,22,1,1,2,0,1,80,84.32,109.0
27018,1,11,1,1,2,0,4,96,76.55,109.0
27019,2,27,6,5,3,25,0,94,112.02,70.0
27020,2,14,6,2,3,1,1,97,101.47,115.0
27021,11,9,1,1,3,24,0,100,77.54,70.0
27022,3,26,5,1,2,0,1,100,133.64,159.0
27023,10,7,4,2,3,82,0,100,171.94,137.71
27024,4,29,4,2,7,1,0,100,150.9,139.0
27025,10,11,0,4,2,5,1,84,73.05,65.0
27026,10,29,5,1,7,106,3,100,173.64,197.1
27027,6,28,1,1,2,107,1,96,83.29,93.04
27028,9,14,2,1,3,58,3,100,82.88,79.55
27029,12,27,0,1,3,106,3,99,85.63,80.1
27030,3,11,4,1,2,24,0,100,165.51,70.0
27031,7,29,4,1,2,58,3,100,144.11,159.0
27032,12,2,4,1,3,58,3,66,99.37,149.0
27033,12,27,1,2,3,0,1,99,89.3,104.0
27034,2,9,2,1,2,48,3,83,77.53,93.54
27035,12,5,0,2,2,4,0,100,100.87,70.0
27036,8,3,1,1,5,1,0,95,89.79,115.0
27037,12,23,4,1,2,64,1,70,88.56,85.5
27038,10,22,5,1,2,72,1,100,136.45,148.72
27039,8,16,1,1,7,0,1,100,84.0,115.0
27040,7,18,0,1,2,1,1,100,85.2,113.0
27041,10,23,5,1,3,1,1,100,118.05,109.0
27042,9,8,3,1,3,18,1,98,60.7,60.0
27043,9,10,4,1,2,1,1,100,114.73,110.0
27044,4,9,5,1,3,64,0,100,125.3,125.13
27045,2,19,4,2,2,1,1,99,103.64,115.0
27046,4,11,6,1,3,3,0,51,77.03,70.0
27047,10,22,5,1,3,1,1,100,136.45,129.0
27048,9,17,5,1,2,64,0,100,127.71,154.23
27049,1,26,2,1,7,64,1,96,75.92,89.3
27050,3,21,0,1,2,0,1,100,93.14,114.0
27051,3,7,0,1,3,28,1,84,79.07,67.5
27052,9,18,6,5,3,25,0,76,81.88,70.0
27053,6,14,1,1,1,0,1,100,91.65,99.0
27054,8,30,1,1,7,64,1,98,82.25,117.8
27055,11,28,6,4,3,25,0,70,70.46,70.0
27056,5,4,2,1,2,64,1,100,87.28,108.3
27057,8,3,2,1,7,106,1,95,95.08,120.6
27058,6,10,3,2,3,5,0,99,87.1,65.0
27059,5,18,2,1,6,107,1,100,85.9,87.2
27060,4,26,0,1,3,103,1,77,64.77,85.0
27061,2,5,5,4,2,78,1,100,112.22,89.25
27062,9,10,5,1,2,21,1,100,103.01,74.1
27063,10,9,6,5,3,25,0,100,79.53,70.0
27064,12,8,3,2,7,107,1,97,84.77,100.52
27065,4,30,5,7,3,25,0,100,156.41,70.0
27066,4,20,1,2,2,5,0,98,77.76,65.0
27067,7,6,2,1,7,25,0,100,109.12,70.0
27068,3,16,2,1,3,64,1,97,85.57,94.05
27069,12,12,0,1,6,0,1,85,84.8,115.0
27070,8,24,2,1,6,50,1,98,84.68,107.1
27071,11,23,2,1,3,77,1,61,84.42,67.5
27072,7,26,1,5,4,58,3,100,88.87,96.95
27073,3,11,4,1,3,25,0,100,165.51,70.0
27074,9,11,6,1,7,103,1,94,79.22,85.0
27075,3,9,1,1,3,5,0,88,71.43,65.0
27076,11,10,3,7,2,3,0,96,90.7,70.0
27077,5,15,6,1,2,64,1,96,84.2,108.3
27078,3,30,2,1,3,102,1,100,84.31,88.4
27079,12,22,3,1,3,24,0,75,80.09,70.0
27080,8,21,6,1,6,41,0,72,82.68,107.1
27081,12,4,6,1,2,21,1,95,105.3,87.1
27082,12,30,3,3,3,41,3,90,89.96,84.6
27083,5,28,5,1,3,103,1,100,121.25,85.0
27084,8,20,5,1,2,70,1,100,100.31,92.65
27085,3,28,0,4,7,0,1,93,80.61,119.0
27086,1,21,4,1,4,0,1,91,89.82,137.75
27087,7,7,3,1,3,0,0,99,122.27,175.0
27088,11,18,4,1,3,106,3,99,129.02,180.55
27089,6,6,0,1,3,1,0,100,86.44,101.15
27090,5,29,6,1,4,106,1,74,92.14,107.1
27091,3,20,6,1,6,0,1,91,83.91,119.0
27092,1,12,2,1,3,5,0,94,78.84,65.0
27093,8,10,2,1,3,24,0,100,79.82,70.0
27094,2,6,5,1,3,1,1,97,103.31,120.0
27095,12,7,1,17,3,24,0,88,73.14,70.0
27096,4,2,4,2,3,1,1,99,100.24,80.0
27097,8,19,4,1,3,21,2,100,101.48,64.35
27098,7,30,4,1,2,1,0,100,114.16,105.0
27099,7,27,1,1,0,4,1,99,83.35,70.0
27100,2,8,1,3,3,78,1,88,76.98,66.94
27101,9,10,4,1,3,1,1,100,114.73,120.0
27102,12,9,4,1,3,0,1,89,103.1,109.0
27103,8,21,6,1,5,0,0,72,82.68,109.0
27104,10,31,0,1,2,25,0,81,76.61,70.0
27105,4,7,3,1,5,0,1,100,88.39,99.0
27106,7,23,5,1,2,58,3,100,131.91,159.0
27107,10,14,4,1,7,64,3,100,132.17,173.63
27108,7,24,6,1,7,106,1,97,89.21,89.1
27109,12,17,5,1,3,0,0,79,127.26,149.0
27110,12,21,2,1,2,21,1,84,85.9,67.6
27111,1,4,1,1,1,106,1,91,75.58,76.5
27112,10,28,4,1,2,68,1,95,168.05,40.0
27113,3,14,6,4,3,3,0,92,77.69,70.0
27114,4,4,6,3,3,3,0,73,79.44,70.0
27115,4,1,4,1,5,4,0,100,126.56,70.0
27116,2,13,6,5,2,1,0,82,83.81,70.0
27117,10,15,5,1,2,58,1,100,135.68,199.0
27118,9,30,4,1,3,1,1,100,142.96,120.0
27119,6,3,3,1,3,25,0,99,81.6,70.0
27120,7,31,6,5,3,3,0,90,81.33,70.0
27121,8,3,1,1,3,1,0,95,89.79,105.0
27122,7,10,6,5,2,0,0,97,102.02,175.0
27123,8,6,4,1,2,14,0,100,108.97,70.0
27124,9,9,3,2,3,1,1,99,88.2,110.0
27125,9,19,6,5,5,14,0,87,81.22,70.0
27126,4,21,3,3,6,1,1,100,96.94,125.0
27127,7,9,5,1,3,107,1,100,157.86,95.2
27128,6,16,3,1,3,106,1,100,93.95,107.1
27129,8,6,5,1,1,58,0,100,117.92,129.0
27130,12,19,6,4,2,25,0,70,70.85,70.0
27131,5,15,6,1,7,0,1,96,84.2,99.0
27132,1,18,0,1,2,5,0,68,73.09,65.0
27133,1,11,1,1,2,103,1,96,76.55,85.0
27134,1,16,6,1,2,0,0,99,83.51,113.25
27135,1,25,1,1,6,41,1,93,75.62,85.5
27136,8,10,1,1,6,24,0,99,77.93,70.0
27137,7,25,6,5,3,25,0,92,82.87,70.0
27138,6,28,0,6,3,24,0,96,77.23,70.0
27139,12,30,4,1,2,102,3,77,92.93,113.9
27140,6,17,4,1,3,24,0,100,152.05,70.0
27141,10,28,4,2,3,104,3,95,168.05,162.65
27142,1,21,4,1,7,0,1,91,89.82,109.0
27143,10,5,2,1,0,56,1,100,78.53,86.18
27144,8,15,0,1,2,71,0,100,84.22,113.0
27145,9,25,6,1,2,64,1,95,81.05,108.3
27146,11,7,6,4,2,25,0,53,75.74,70.0
27147,10,22,5,1,2,0,0,100,136.45,209.0
27148,11,25,4,2,2,90,3,85,109.72,101.15
27149,11,4,4,1,5,64,1,93,115.84,170.05
27150,1,10,0,1,6,0,0,82,72.59,99.0
27151,2,24,3,1,3,9,1,100,98.85,97.23
27152,3,25,4,1,2,35,1,100,149.51,195.0
27153,6,20,0,1,6,52,1,100,91.59,120.6
27154,5,4,2,1,3,58,1,100,87.28,104.0
27155,6,16,3,1,2,20,1,100,93.95,83.85
