,Year,Month,Days,DayOfWeek,IsWeekend,IsHoliday,Nights,Type,RateCode,TrackCode,Occupied,ADR,Rate
5142,2022,7,9,5,1,0,1,3,58,1,100,157.86,159.0
5143,2022,4,16,5,1,0,1,2,41,1,100,113.29,125.1
5144,2022,4,2,5,1,0,2,2,64,3,100,126.59,173.63
5145,2022,8,27,5,1,0,12,3,5,0,100,117.33,65.0
5146,2021,8,31,1,0,0,4,3,25,0,100,82.48,70.0
5147,2022,3,22,1,0,0,1,2,20,1,99,86.83,55.25
5148,2022,10,2,6,1,0,2,3,0,1,100,81.67,99.0
5149,2022,5,16,0,0,0,2,7,64,1,99,81.26,103.55
5150,2022,11,5,5,1,0,1,6,64,1,96,112.5,163.93
5151,2022,10,22,5,1,0,2,6,21,1,100,136.45,116.35
5152,2022,5,14,5,1,0,1,2,24,0,100,125.86,70.0
5153,2022,6,3,4,0,0,1,5,50,1,100,153.43,170.1
5154,2022,4,1,4,0,0,1,4,25,0,100,126.56,70.0
5155,2022,11,28,0,0,0,3,3,15,0,65,82.16,99.0
5156,2022,1,20,3,0,0,1,3,1,1,100,89.22,115.0
5157,2022,3,3,3,0,0,1,3,0,1,93,86.11,104.0
5158,2021,1,22,4,0,0,1,3,1,1,73,84.11,110.0
5159,2022,11,2,2,0,0,1,7,24,0,97,84.95,70.0
5160,2022,8,14,6,1,0,5,3,25,0,100,83.17,70.0
5161,2022,6,26,6,1,0,5,2,25,0,94,82.9,70.0
5162,2022,10,3,0,0,0,1,3,58,1,100,84.11,119.0
5163,2022,5,13,4,0,0,2,2,56,1,100,115.42,108.21
5164,2022,1,29,5,1,0,1,2,0,1,100,122.01,109.0
5165,2022,9,4,6,1,0,1,0,0,0,83,109.24,102.0
5166,2022,1,20,3,0,0,1,3,1,1,100,89.22,115.0
5167,2022,1,3,0,0,0,1,3,0,1,93,73.59,85.0
5168,2021,3,5,4,0,0,2,3,1,1,100,89.11,85.0
5169,2022,9,10,5,1,0,1,2,18,1,100,103.01,85.5
5170,2022,6,3,4,0,0,2,2,64,3,100,153.43,193.03
5171,2022,1,14,4,0,0,1,2,25,0,100,107.54,70.0
5172,2022,6,17,4,0,0,1,2,64,3,100,152.05,193.03
5173,2022,9,2,4,0,0,2,0,0,1,100,127.68,139.0
5174,2021,12,20,0,0,0,1,2,5,0,96,75.93,65.0
5175,2021,11,21,6,1,0,5,2,19,0,73,77.57,70.0
5176,2022,10,16,6,1,0,4,3,25,0,79,74.03,70.0
5177,2022,7,7,3,0,0,5,7,0,1,99,122.27,134.0
5178,2022,4,8,4,0,0,1,2,55,1,100,136.23,130.08
5179,2022,1,30,6,1,0,1,3,58,1,63,76.11,80.0
5180,2022,6,24,4,0,0,1,3,58,1,100,128.01,169.0
5181,2022,8,28,6,1,0,5,3,25,0,88,79.88,70.0
5182,2021,7,13,1,0,0,1,2,5,0,98,76.58,65.0
5183,2022,7,25,0,0,0,1,6,102,1,99,88.52,113.9
5184,2021,2,6,5,1,0,1,3,1,1,97,103.31,120.0
5185,2022,10,7,4,0,0,2,7,52,1,100,171.94,215.1
5186,2022,4,7,3,0,0,1,2,41,1,100,88.39,85.5
5187,2022,7,5,1,0,0,2,2,78,1,93,93.76,74.25
5188,2022,9,1,3,0,0,1,0,0,1,100,85.45,119.0
5189,2022,2,28,0,0,0,1,3,0,1,87,78.75,80.0
5190,2022,9,20,1,0,0,1,3,78,1,99,82.56,71.25
5191,2022,8,16,1,0,0,1,1,41,3,100,84.0,93.6
5192,2021,10,17,6,1,0,5,3,3,0,70,75.56,70.0
5193,2022,4,26,1,0,0,1,3,104,1,100,85.74,106.75
5194,2022,10,29,5,1,0,1,2,58,1,100,173.64,159.0
5195,2022,3,19,5,1,0,1,4,74,1,100,142.26,155.2
5196,2022,9,1,3,0,0,1,3,72,1,100,85.45,71.68
5197,2022,7,1,4,0,0,1,7,0,1,100,124.75,169.0
5198,2022,10,15,5,1,0,1,3,0,1,100,135.68,169.0
5199,2022,10,11,1,0,0,1,3,0,1,99,90.13,85.0
5200,2022,1,29,5,1,0,1,2,0,1,100,122.01,109.0
5201,2022,12,12,0,0,0,1,2,0,4,85,84.8,105.0
5202,2022,10,29,5,1,0,1,3,58,3,100,173.64,209.0
5203,2022,11,19,5,1,0,1,3,21,0,99,136.32,77.35
5204,2021,10,19,1,0,0,7,2,5,0,98,76.96,65.0
5205,2022,11,11,4,0,0,1,2,58,3,100,137.21,169.0
5206,2021,3,4,3,0,0,1,3,1,1,96,81.32,95.0
5207,2022,8,9,1,0,0,4,3,64,1,95,79.81,108.3
5208,2022,2,6,6,1,0,1,2,1,1,100,104.88,109.0
5209,2022,5,21,5,1,0,1,3,64,3,100,131.73,144.53
5210,2022,3,30,2,0,0,1,5,0,4,100,84.31,99.0
5211,2022,11,13,6,1,0,1,2,0,0,62,76.89,108.4
5212,2022,6,20,0,0,0,1,7,20,1,100,91.59,88.1
5213,2022,1,8,5,1,0,1,3,1,1,100,108.21,89.0
5214,2022,5,15,6,1,0,1,3,9,1,96,84.2,71.4
5215,2022,10,8,5,1,0,1,6,0,1,100,170.76,219.0
5216,2022,3,29,1,0,0,1,6,0,4,100,82.43,90.0
5217,2022,4,15,4,0,0,1,6,64,3,100,105.14,139.68
5218,2022,9,25,6,1,0,1,7,104,1,95,81.05,114.0
5219,2021,12,30,3,0,0,1,3,64,1,90,89.96,89.3
5220,2022,7,7,3,0,0,1,3,0,0,99,122.27,175.0
5221,2022,9,16,4,0,0,1,2,24,0,100,122.23,70.0
5222,2022,7,11,0,0,0,2,2,0,1,100,109.3,199.0
5223,2022,5,19,3,0,0,1,3,0,1,100,92.96,90.0
5224,2022,4,3,6,1,0,1,3,64,1,68,75.22,85.5
5225,2022,10,7,4,0,0,1,3,58,3,100,171.94,249.0
5226,2022,12,4,6,1,0,1,5,72,1,95,105.3,127.3
5227,2021,12,29,2,0,0,1,3,0,4,90,78.69,85.0
5228,2022,12,1,3,0,0,1,2,64,1,100,104.94,124.62
5229,2022,8,7,6,1,0,1,3,58,1,92,87.99,99.0
5230,2022,6,10,4,0,0,2,3,1,1,100,128.93,125.0
5231,2022,4,29,4,0,0,2,2,41,1,100,150.9,134.1
5232,2022,3,7,0,0,0,1,5,103,1,84,79.07,85.0
5233,2022,5,23,0,0,0,1,6,58,1,88,85.5,119.0
5234,2022,4,19,1,0,0,1,2,20,1,100,85.39,74.1
5235,2022,3,11,4,0,0,2,2,0,1,100,165.51,89.0
5236,2021,5,3,0,0,0,2,2,24,1,83,76.93,70.0
5237,2022,6,27,0,0,0,4,2,24,0,95,84.45,70.0
5238,2022,12,4,6,1,0,5,3,3,0,95,105.3,70.0
5239,2022,11,12,5,1,0,1,6,33,3,100,120.07,175.5
5240,2022,4,11,0,0,0,1,3,58,3,88,82.45,99.0
5241,2022,12,3,5,1,0,1,3,58,1,99,133.03,149.0
5242,2022,5,2,0,0,0,2,6,64,1,85,81.53,104.5
5243,2022,10,11,1,0,0,1,3,5,1,99,90.13,65.0
5244,2022,5,23,0,0,0,4,3,9,1,88,85.5,87.36
5245,2022,10,7,4,0,0,3,3,0,3,100,171.94,199.0
5246,2021,10,12,1,0,0,1,6,103,0,91,77.68,85.0
5247,2022,6,26,6,1,0,3,3,58,3,94,82.9,91.05
5248,2022,10,19,2,0,0,1,3,78,1,100,81.86,85.5
5249,2022,6,17,4,0,0,2,2,1,1,100,152.05,129.0
5250,2022,11,3,3,0,0,1,2,104,3,90,84.74,114.0
5251,2022,10,7,4,0,0,2,7,64,1,100,171.94,231.83
5252,2022,9,12,0,0,0,1,6,64,1,100,85.45,117.8
5253,2022,6,4,5,1,0,1,5,103,0,100,164.1,85.0
5254,2022,3,23,2,0,0,1,3,20,1,90,85.39,67.6
5255,2022,2,6,6,1,0,1,3,104,0,100,104.88,149.0
5256,2022,7,29,4,0,0,2,3,106,1,100,144.11,152.1
5257,2022,2,2,2,0,0,5,3,24,0,97,74.85,70.0
5258,2021,4,12,0,0,0,4,2,24,0,64,79.92,70.0
5259,2022,11,12,5,1,0,1,1,1,1,100,120.07,125.0
5260,2022,7,2,5,1,0,1,3,5,0,99,124.14,65.0
5261,2021,6,18,4,0,1,3,3,1,1,94,120.05,89.0
5262,2022,3,10,3,0,0,1,2,72,1,100,104.51,113.52
5263,2022,7,16,5,1,0,1,2,24,0,100,130.04,70.0
5264,2022,12,19,0,0,0,1,2,0,1,77,86.44,90.0
5265,2022,6,22,2,0,0,1,2,28,3,100,93.57,96.75
5266,2022,6,23,3,0,0,1,3,25,0,100,105.87,70.0
5267,2022,4,21,3,0,0,1,2,15,0,100,96.94,65.0
5268,2022,2,4,4,0,0,1,0,9,3,100,111.79,111.59
5269,2022,8,28,6,1,0,1,3,58,1,88,79.88,95.0
5270,2021,10,10,6,1,0,5,3,5,1,73,73.45,65.0
5271,2022,8,28,6,1,0,6,2,3,0,88,79.88,70.0
5272,2022,8,21,6,1,0,1,3,21,0,72,82.68,64.35
5273,2022,11,27,6,1,0,5,2,1,0,62,79.51,70.0
5274,2022,4,17,6,1,0,1,3,21,0,82,80.24,65.13
5275,2022,12,30,4,0,0,1,3,18,0,77,92.93,74.25
5276,2022,3,24,3,0,0,1,0,0,4,99,83.38,99.0
5277,2022,6,23,3,0,0,1,2,25,0,100,105.87,70.0
5278,2022,6,17,4,0,0,1,2,0,1,100,152.05,100.0
5279,2022,1,11,1,0,0,1,7,103,0,96,76.55,85.0
5280,2022,5,13,4,0,0,2,4,0,1,100,115.42,119.0
5281,2022,6,3,4,0,0,1,2,106,3,100,153.43,179.1
5282,2022,10,13,3,0,0,1,3,24,0,100,84.35,70.0
5283,2022,12,31,5,1,0,1,2,64,1,87,98.9,127.3
5284,2022,9,22,3,0,0,4,2,0,3,99,96.31,109.15
5285,2022,9,26,0,0,0,1,2,0,0,100,83.7,119.0
5286,2022,7,7,3,0,0,10,3,0,0,99,122.27,169.0
5287,2022,9,24,5,1,0,1,2,58,3,100,160.05,229.0
5288,2022,2,8,1,0,0,1,2,58,1,88,76.98,85.0
5289,2022,8,12,4,0,0,6,6,58,1,99,109.71,140.0
5290,2021,3,9,1,0,0,1,3,5,0,88,71.43,65.0
5291,2022,8,26,4,0,0,1,3,58,1,100,111.28,119.0
5292,2022,8,25,3,0,0,1,3,9,1,99,81.73,83.16
5293,2022,11,8,1,0,0,1,2,0,4,98,81.23,95.0
5294,2021,3,25,3,0,0,1,2,1,1,100,83.34,85.0
5295,2022,1,27,3,0,0,1,3,25,0,99,87.29,70.0
5296,2021,5,10,0,0,0,12,3,3,0,95,76.32,70.0
5297,2022,11,17,3,0,0,1,2,18,1,90,85.09,75.0
5298,2022,3,17,3,0,0,1,3,9,1,100,86.91,75.6
5299,2021,3,4,3,0,0,1,3,1,1,96,81.32,95.0
5300,2021,9,8,2,0,0,3,7,1,1,98,86.42,110.0
5301,2022,6,13,0,0,0,3,3,21,1,100,93.27,77.35
5302,2021,7,11,6,1,0,5,7,25,0,89,76.41,70.0
5303,2022,7,9,5,1,0,1,3,0,0,100,157.86,175.0
5304,2022,10,1,5,1,0,1,6,64,1,100,140.19,168.78
5305,2022,10,5,2,0,0,1,3,24,0,100,78.53,70.0
5306,2021,2,25,3,0,0,3,7,103,1,99,84.13,85.0
5307,2022,3,17,3,0,0,2,3,5,0,100,86.91,65.0
5308,2022,6,2,3,0,0,3,3,1,1,99,103.86,129.0
5309,2022,2,10,3,0,0,1,7,64,1,96,102.62,132.05
5310,2022,10,28,4,0,0,1,3,0,0,95,168.05,239.0
5311,2022,11,24,3,0,0,2,2,37,1,62,93.22,75.1
5312,2021,6,9,2,0,0,2,2,24,0,95,78.18,70.0
5313,2022,12,8,3,0,0,1,5,41,1,97,84.77,98.1
5314,2022,7,4,0,0,0,1,3,64,1,64,101.11,122.55
5315,2022,3,21,0,0,0,3,3,0,1,100,93.14,105.0
5316,2022,6,29,2,0,0,1,3,58,1,100,88.57,106.3
5317,2022,4,1,4,0,0,1,7,4,0,100,126.56,70.0
5318,2022,2,10,3,0,0,2,3,1,1,96,102.62,115.0
5319,2022,5,31,1,0,0,4,3,27,1,78,88.02,69.0
5320,2022,9,9,4,0,0,1,2,21,0,100,99.83,74.1
5321,2022,11,12,5,1,0,2,2,37,1,100,120.07,104.17
5322,2022,6,13,0,0,0,1,5,0,0,100,93.27,134.0
5323,2022,6,19,6,1,0,5,2,25,0,90,84.33,70.0
5324,2021,7,5,0,0,1,1,7,103,0,79,87.03,85.0
5325,2022,12,25,6,1,0,2,2,90,3,94,83.73,84.28
5326,2022,6,14,1,0,0,2,2,61,1,100,91.65,109.65
5327,2022,6,20,0,0,0,4,2,64,1,100,91.59,82.18
5328,2021,3,19,4,0,0,2,3,1,0,100,96.58,100.0
5329,2022,12,1,3,0,0,1,3,64,1,100,104.94,124.62
5330,2022,4,2,5,1,0,1,2,58,3,100,126.59,169.0
5331,2022,12,13,1,0,0,3,2,64,1,78,81.45,106.02
5332,2022,11,5,5,1,0,1,2,0,1,96,112.5,139.0
5333,2022,7,6,2,0,0,3,5,0,1,100,109.12,199.0
5334,2022,5,8,6,1,0,2,5,0,0,77,80.35,90.0
5335,2022,4,11,0,0,0,2,0,0,3,88,82.45,111.4
5336,2022,6,24,4,0,0,1,3,52,1,100,128.01,152.1
5337,2022,8,5,4,0,0,2,2,64,0,100,119.15,142.54
5338,2021,12,20,0,0,0,1,3,25,0,96,75.93,70.0
5339,2021,9,30,3,0,0,1,2,4,0,100,89.6,70.0
5340,2022,12,12,0,0,0,1,3,9,1,85,84.8,83.16
5341,2021,3,10,2,0,0,2,7,24,0,81,74.76,70.0
5342,2022,5,5,3,0,0,1,3,21,1,99,89.27,70.85
5343,2022,10,11,1,0,0,1,2,0,1,99,90.13,104.0
5344,2022,1,31,0,0,0,1,2,24,0,100,78.06,70.0
5345,2022,2,5,5,1,0,1,2,78,1,100,112.22,119.25
5346,2022,8,4,3,0,0,3,7,55,1,100,94.15,114.57
5347,2022,12,21,2,0,0,3,2,106,1,84,85.9,98.8
5348,2022,11,30,2,0,0,1,3,9,1,76,83.06,87.36
5349,2022,9,9,4,0,0,2,3,1,0,100,99.83,85.0
5350,2022,12,19,0,0,0,3,2,0,0,77,86.44,104.0
5351,2022,3,16,2,0,0,1,3,0,4,97,85.57,99.0
5352,2022,7,10,6,1,0,5,2,26,0,97,102.02,70.0
5353,2022,6,26,6,1,0,1,3,28,0,94,82.9,77.18
5354,2022,11,3,3,0,0,1,2,0,4,90,84.74,114.0
5355,2022,1,26,2,0,0,1,2,0,1,96,75.92,85.0
5356,2022,8,26,4,0,0,2,7,0,1,100,111.28,159.0
5357,2022,2,12,5,1,0,1,3,1,0,100,119.43,105.0
5358,2022,2,12,5,1,0,1,3,3,0,100,119.43,70.0
5359,2022,7,26,1,0,0,2,2,42,1,100,88.87,109.65
5360,2022,3,24,3,0,0,2,3,58,3,99,83.38,104.0
5361,2021,8,3,1,0,0,1,3,1,0,95,89.79,105.0
5362,2021,2,11,3,0,0,2,7,1,1,98,90.3,120.0
5363,2022,6,11,5,1,0,1,6,64,1,100,130.83,129.98
5364,2022,7,22,4,0,0,2,3,9,1,100,127.61,154.84
5365,2022,7,11,0,0,0,1,3,58,1,100,109.3,149.0
5366,2021,6,9,2,0,0,1,3,103,1,95,78.18,85.0
5367,2022,12,16,4,0,0,1,3,64,1,100,149.38,144.53
5368,2022,9,25,6,1,0,1,3,58,1,95,81.05,95.0
5369,2022,11,29,1,0,0,1,3,21,1,74,81.3,58.5
5370,2022,7,12,1,0,0,1,2,4,0,100,109.76,70.0
5371,2022,11,15,1,0,0,2,5,37,1,99,97.23,90.12
5372,2022,1,31,0,0,0,2,3,32,1,100,78.06,66.38
5373,2022,12,25,6,1,0,1,2,0,1,94,83.73,90.0
5374,2022,2,4,4,0,0,2,5,67,0,100,111.79,116.1
5375,2022,10,13,3,0,0,1,3,0,4,100,84.35,99.0
5376,2021,4,18,6,1,0,5,6,3,0,80,75.18,70.0
5377,2021,8,12,3,0,0,1,2,5,0,100,86.3,65.0
5378,2021,3,29,0,0,0,3,2,5,0,96,73.65,65.0
5379,2021,3,3,2,0,0,1,3,1,1,100,87.32,100.0
5380,2022,11,3,3,0,0,2,6,24,0,90,84.74,70.0
5381,2021,9,1,2,0,0,1,3,5,0,100,86.52,65.0
5382,2022,2,9,2,0,0,1,3,0,1,83,77.53,90.0
5383,2022,5,6,4,0,0,1,2,0,1,100,135.53,189.0
5384,2022,12,8,3,0,0,1,3,28,1,97,84.77,78.0
5385,2022,1,20,3,0,0,2,7,43,1,100,89.22,105.45
5386,2021,12,28,1,0,0,2,2,11,1,87,76.94,54.0
5387,2022,11,23,2,0,0,1,2,0,1,61,84.42,95.0
5388,2022,1,8,5,1,0,1,2,64,3,100,108.21,152.05
5389,2022,11,27,6,1,0,1,2,21,1,62,79.51,58.5
5390,2022,10,20,3,0,0,1,0,0,1,96,81.19,99.0
5391,2021,2,28,6,1,0,4,2,25,0,88,97.95,70.0
5392,2021,12,27,0,0,0,1,3,28,1,99,85.63,66.75
5393,2022,7,22,4,0,0,1,2,41,3,100,127.61,143.1
5394,2022,4,15,4,0,0,1,3,24,0,100,105.14,70.0
5395,2022,5,29,6,1,0,1,2,58,1,74,92.14,114.0
5396,2021,9,14,1,0,0,2,5,24,0,99,80.94,70.0
5397,2022,2,1,1,0,0,1,2,0,4,100,78.92,99.0
5398,2022,2,15,1,0,0,1,3,24,0,97,95.44,70.0
5399,2022,4,22,4,0,0,1,2,0,1,100,145.64,159.0
5400,2021,5,16,6,1,0,1,4,103,1,85,77.11,85.0
5401,2022,3,21,0,0,0,2,2,58,1,100,93.14,99.0
5402,2022,2,5,5,1,0,1,1,1,1,100,112.22,115.0
5403,2022,4,10,6,1,0,5,3,3,0,70,81.29,70.0
5404,2022,10,23,6,1,0,5,3,14,0,90,86.64,70.0
5405,2022,7,29,4,0,0,2,3,58,3,100,144.11,169.0
5406,2022,8,14,6,1,0,5,2,3,0,100,83.17,70.0
5407,2022,10,28,4,0,0,2,3,0,1,95,168.05,209.0
5408,2022,3,18,4,0,0,2,5,1,1,98,141.58,189.0
5409,2022,4,22,4,0,0,1,2,52,1,100,145.64,161.1
5410,2022,9,20,1,0,0,1,3,15,0,99,82.56,70.0
5411,2022,11,12,5,1,0,2,5,0,1,100,120.07,139.0
5412,2021,8,27,4,0,0,2,2,1,1,100,106.66,85.0
5413,2022,1,1,5,1,0,1,5,28,1,79,92.58,81.75
5414,2022,11,25,4,0,0,1,2,0,1,85,109.72,109.0
5415,2022,3,8,1,0,0,1,5,103,1,100,94.95,85.0
5416,2022,4,9,5,1,0,1,5,0,0,100,125.3,144.0
5417,2022,5,11,2,0,0,1,3,5,0,100,76.22,65.0
5418,2022,11,4,4,0,0,2,3,0,1,93,115.84,139.0
5419,2022,10,24,0,0,0,1,3,21,1,100,96.98,93.6
5420,2022,5,11,2,0,0,1,7,64,1,100,76.22,85.5
5421,2022,10,22,5,1,0,1,7,9,1,100,136.45,198.09
5422,2021,3,25,3,0,0,2,7,1,1,100,83.34,100.0
5423,2022,7,27,2,0,0,1,6,0,1,98,90.77,129.0
5424,2022,12,28,2,0,0,5,2,106,4,91,82.6,98.8
5425,2022,5,22,6,1,0,5,3,14,0,80,81.14,70.0
5426,2022,3,1,1,0,0,2,3,24,0,97,81.35,70.0
5427,2021,9,9,3,0,0,1,3,5,0,99,88.2,65.0
5428,2022,10,29,5,1,0,1,3,24,0,100,173.64,70.0
5429,2022,1,29,5,1,0,1,5,0,4,100,122.01,129.0
5430,2022,4,3,6,1,0,1,3,104,1,68,75.22,104.0
5431,2022,10,28,4,0,0,2,3,0,1,95,168.05,209.0
5432,2022,2,10,3,0,0,2,3,1,1,96,102.62,115.0
5433,2022,2,3,3,0,0,3,5,67,1,100,94.55,119.2
5434,2022,9,29,3,0,0,2,0,0,4,100,88.65,124.0
5435,2022,10,11,1,0,0,1,3,58,3,99,90.13,114.0
5436,2022,11,19,5,1,0,1,2,0,1,99,136.32,109.0
5437,2022,12,26,0,0,0,5,3,25,0,99,82.32,70.0
5438,2022,9,21,2,0,0,1,7,0,4,100,83.31,109.0
5439,2021,7,25,6,1,0,5,2,14,0,92,82.87,70.0
5440,2021,3,14,6,1,0,13,3,25,0,92,77.69,70.0
5441,2022,12,21,2,0,0,1,3,0,1,84,85.9,85.0
5442,2022,4,7,3,0,0,1,2,24,0,100,88.39,70.0
5443,2021,3,17,2,0,0,2,5,5,0,100,81.02,65.0
5444,2022,9,16,4,0,0,1,3,56,1,100,122.23,122.93
5445,2022,12,30,4,0,0,1,3,58,1,77,92.93,90.0
5446,2022,6,24,4,0,0,2,3,58,3,100,128.01,169.0
5447,2022,10,1,5,1,0,1,3,58,1,100,140.19,149.0
5448,2022,7,14,3,0,0,1,3,5,0,100,107.72,65.0
5449,2021,1,13,2,0,0,1,7,103,1,66,74.04,85.0
5450,2021,4,23,4,0,0,3,3,1,1,97,122.39,115.0
5451,2022,6,1,2,0,0,1,3,104,1,92,91.31,119.0
5452,2021,3,13,5,1,0,6,3,3,0,100,96.49,70.0
5453,2022,1,11,1,0,0,1,3,20,1,96,76.55,55.25
5454,2021,11,8,0,0,0,1,6,1,1,93,73.17,105.0
5455,2022,9,23,4,0,0,1,2,0,1,100,147.46,229.0
5456,2022,12,26,0,0,0,1,2,58,1,99,82.32,90.0
5457,2021,4,20,1,0,0,1,4,5,0,98,77.76,65.0
5458,2022,4,23,5,1,0,1,5,0,0,100,136.41,259.0
5459,2022,9,25,6,1,0,1,2,64,1,95,81.05,108.3
5460,2022,9,17,5,1,0,1,3,103,1,100,127.71,85.0
5461,2022,12,21,2,0,0,1,3,9,1,84,85.9,71.4
5462,2022,5,20,4,0,0,2,7,15,0,100,125.44,49.0
5463,2021,10,3,6,1,0,9,3,14,0,90,82.71,70.0
5464,2022,12,2,4,0,0,1,3,0,1,66,99.37,85.0
5465,2022,5,15,6,1,0,4,7,3,0,96,84.2,70.0
5466,2022,3,8,1,0,0,1,5,27,1,100,94.95,113.0
5467,2022,10,20,3,0,0,1,3,4,0,96,81.19,70.0
5468,2021,9,30,3,0,0,1,6,24,0,100,89.6,70.0
5469,2022,8,27,5,1,0,1,3,0,1,100,117.33,139.0
5470,2021,9,3,4,0,0,1,3,5,0,100,103.53,65.0
5471,2022,7,18,0,0,0,2,2,68,1,100,85.2,40.0
5472,2022,12,1,3,0,0,1,1,0,1,100,104.94,139.0
5473,2022,4,19,1,0,0,1,6,3,0,100,85.39,70.0
5474,2022,10,14,4,0,0,2,6,1,1,100,132.17,140.0
5475,2021,12,8,2,0,0,2,3,5,0,86,74.65,65.0
5476,2022,4,11,0,0,0,1,7,64,1,88,82.45,104.5
5477,2021,6,28,0,0,0,4,2,25,0,96,77.23,70.0
5478,2022,5,13,4,0,0,1,2,58,1,100,115.42,154.0
5479,2022,8,12,4,0,0,2,5,15,0,99,109.71,65.0
5480,2022,8,20,5,1,0,1,3,104,1,100,100.31,99.0
5481,2022,6,16,3,0,0,1,2,0,1,100,93.95,119.0
5482,2022,6,28,1,0,0,1,3,58,1,96,83.29,107.3
5483,2022,1,9,6,1,0,1,6,103,1,61,76.0,85.0
5484,2022,10,14,4,0,0,1,3,9,1,100,132.17,111.59
5485,2022,12,8,3,0,0,1,5,35,1,97,84.77,141.5
5486,2022,3,1,1,0,0,1,6,0,1,97,81.35,105.0
5487,2022,9,14,2,0,0,1,2,0,0,100,82.88,95.0
5488,2022,3,13,6,1,0,3,6,64,1,90,87.62,85.5
5489,2021,9,3,4,0,0,2,2,1,1,100,103.53,110.0
5490,2022,5,28,5,1,0,1,2,106,1,100,121.25,125.1
5491,2022,1,30,6,1,0,1,5,0,0,63,76.11,95.0
5492,2021,7,9,4,0,0,7,2,25,0,100,114.87,70.0
5493,2022,2,12,5,1,0,1,3,1,1,100,119.43,139.0
5494,2021,4,18,6,1,0,5,7,3,0,80,75.18,70.0
5495,2022,12,3,5,1,0,2,3,1,1,99,133.03,120.0
5496,2022,12,22,3,0,0,1,6,104,3,75,80.09,119.0
5497,2022,11,28,0,0,0,3,3,0,0,65,82.16,99.0
5498,2022,8,18,3,0,0,1,3,24,0,100,86.65,70.0
5499,2021,2,10,2,0,0,1,2,5,0,64,70.21,65.0
5500,2021,12,6,0,0,0,1,3,1,1,100,98.82,119.0
5501,2021,2,8,0,0,0,1,5,5,0,63,67.2,65.0
5502,2022,3,5,5,1,0,1,6,104,1,100,132.36,179.0
5503,2022,3,23,2,0,0,2,5,104,1,90,85.39,114.0
5504,2022,6,17,4,0,0,2,6,64,3,100,152.05,212.43
5505,2021,5,23,6,1,0,5,3,25,0,85,77.1,70.0
5506,2022,11,28,0,0,0,1,2,71,3,65,82.16,102.6
5507,2022,1,18,1,0,0,2,5,72,3,98,76.0,91.52
5508,2022,2,7,0,0,0,1,3,18,1,94,82.99,66.94
5509,2022,4,23,5,1,0,1,2,64,1,100,136.41,231.83
5510,2022,11,20,6,1,0,2,2,87,0,81,84.56,92.65
5511,2022,4,10,6,1,0,3,7,107,0,70,81.29,76.0
5512,2021,8,15,6,1,0,1,5,103,0,84,76.82,85.0
5513,2022,8,12,4,0,0,2,7,0,3,99,109.71,159.0
5514,2021,5,26,2,0,0,1,4,103,0,97,79.59,85.0
5515,2022,8,22,0,0,0,1,2,5,0,96,84.63,65.0
5516,2022,8,1,0,0,0,1,6,41,1,81,85.57,103.5
5517,2022,11,7,0,0,0,1,5,64,1,83,80.2,110.67
5518,2022,12,22,3,0,0,5,3,97,1,75,80.09,66.53
5519,2022,10,12,2,0,0,1,2,5,0,100,76.95,65.0
5520,2022,12,6,1,0,0,1,3,18,1,84,80.0,67.5
5521,2022,6,4,5,1,0,1,2,18,0,100,164.1,149.25
5522,2022,11,3,3,0,0,2,3,82,1,90,84.74,76.61
5523,2022,9,6,1,0,0,1,6,0,4,100,32.56,99.0
5524,2022,9,26,0,0,0,5,3,1,0,100,83.7,70.0
5525,2022,5,17,1,0,0,1,6,64,1,100,83.55,99.75
5526,2022,5,17,1,0,0,2,7,64,3,100,83.55,126.64
5527,2022,10,1,5,1,0,2,3,78,3,100,140.19,111.75
5528,2021,11,19,4,0,0,2,3,1,1,99,121.0,115.0
5529,2022,1,26,2,0,0,2,2,4,0,96,75.92,70.0
5530,2022,9,9,4,0,0,2,3,0,1,100,99.83,109.0
5531,2022,1,29,5,1,0,1,6,25,0,100,122.01,70.0
5532,2022,3,23,2,0,0,2,2,103,1,90,85.39,85.0
5533,2022,11,2,2,0,0,1,4,0,1,97,84.95,85.0
5534,2022,5,21,5,1,0,1,3,25,0,100,131.73,70.0
5535,2021,10,16,5,1,0,1,3,1,1,100,94.74,120.0
5536,2021,1,13,2,0,0,1,2,5,0,66,74.04,65.0
5537,2021,5,5,2,0,0,1,2,4,0,100,88.75,70.0
5538,2022,10,19,2,0,0,1,1,0,0,100,81.86,124.0
5539,2021,7,18,6,1,0,4,2,3,0,88,81.84,70.0
5540,2022,3,22,1,0,0,1,3,72,1,99,86.83,85.0
5541,2022,3,20,6,1,0,2,3,0,1,91,83.91,104.0
5542,2022,8,1,0,0,0,5,1,26,0,81,85.57,70.0
5543,2022,3,26,5,1,0,1,2,52,0,100,133.64,161.1
5544,2022,11,23,2,0,0,2,5,81,1,61,84.42,94.4
5545,2022,2,4,4,0,0,1,6,104,1,100,111.79,139.0
5546,2021,11,12,4,0,0,2,3,1,1,100,111.39,105.0
5547,2022,5,20,4,0,0,1,2,24,0,100,125.44,70.0
5548,2022,12,15,3,0,0,1,5,103,1,80,80.54,85.0
5549,2022,5,14,5,1,0,1,3,48,1,100,125.86,137.3
5550,2022,11,30,2,0,0,1,5,64,1,76,83.06,96.72
