,Year,Month,Days,DayOfWeek,IsWeekend,IsHoliday,Nights,Type,RateCode,TrackCode,Occupied,ADR,Rate
17580,2022,7,20,2,0,0,5,3,64,1,100,96.5,132.05
17581,2022,12,9,4,0,0,1,3,106,1,89,103.1,103.55
17582,2022,7,8,4,0,0,10,2,18,1,100,150.47,94.88
17583,2022,6,16,3,0,0,1,2,24,0,100,93.95,70.0
17584,2022,4,14,3,0,0,3,5,106,1,100,87.7,109.26
17585,2022,11,12,5,1,0,1,2,58,1,100,120.07,129.0
17586,2022,1,5,2,0,0,1,1,20,1,82,73.67,55.25
17587,2022,12,21,2,0,0,1,3,41,3,84,85.9,76.5
17588,2022,10,16,6,1,0,1,2,28,1,79,74.03,85.5
17589,2022,10,21,4,0,0,1,6,0,1,100,115.9,149.0
17590,2022,7,21,3,0,0,6,2,106,0,100,94.72,116.1
17591,2022,4,12,1,0,0,1,3,9,1,93,83.93,79.8
17592,2022,5,14,5,1,0,1,4,64,3,100,125.86,163.93
17593,2022,3,3,3,0,0,1,3,49,1,93,86.11,75.01
17594,2022,3,1,1,0,0,1,2,24,0,97,81.35,70.0
17595,2022,11,24,3,0,0,1,3,41,3,62,93.22,107.64
17596,2022,5,28,5,1,0,2,2,0,3,100,121.25,159.0
17597,2022,7,1,4,0,0,1,0,58,1,100,124.75,99.0
17598,2022,10,24,0,0,0,3,2,64,3,100,96.98,105.97
17599,2022,7,5,1,0,0,1,2,78,3,93,93.76,96.75
17600,2022,10,7,4,0,0,3,7,104,3,100,171.94,219.0
17601,2022,8,25,3,0,0,1,7,0,0,99,81.73,0.0
17602,2021,12,7,1,0,0,2,2,5,0,88,73.14,65.0
17603,2022,11,26,5,1,0,1,3,9,1,97,109.18,120.24
17604,2022,11,11,4,0,0,1,2,68,1,100,137.21,40.0
17605,2022,1,23,6,1,0,5,6,25,0,78,76.06,70.0
17606,2022,6,2,3,0,0,4,3,41,1,99,103.86,107.1
17607,2022,9,11,6,1,0,1,7,21,0,94,79.22,70.85
17608,2022,1,30,6,1,0,4,3,14,0,63,76.11,70.0
17609,2022,9,19,0,0,0,1,2,5,0,85,82.95,65.0
17610,2022,9,23,4,0,0,2,2,0,1,100,147.46,209.0
17611,2022,4,15,4,0,0,5,2,3,0,100,105.14,70.0
17612,2022,11,30,2,0,0,2,2,24,0,76,83.06,70.0
17613,2022,7,29,4,0,0,2,6,58,1,100,144.11,179.0
17614,2021,3,1,0,0,0,1,2,1,1,99,92.14,100.0
17615,2022,1,22,5,1,0,1,2,0,0,100,120.28,159.7
17616,2022,12,5,0,0,0,1,3,24,0,100,100.87,70.0
17617,2022,6,26,6,1,0,1,7,0,0,94,82.9,117.9
17618,2022,6,23,3,0,0,1,2,24,4,100,105.87,119.0
17619,2022,1,23,6,1,0,5,6,3,0,78,76.06,70.0
17620,2022,9,17,5,1,0,1,7,24,0,100,127.71,70.0
17621,2021,1,30,5,1,0,1,6,1,1,99,99.03,115.0
17622,2022,8,10,2,0,0,1,3,4,0,100,79.82,70.0
17623,2022,12,8,3,0,0,1,5,9,1,97,84.77,91.56
17624,2021,3,12,4,0,0,2,3,1,1,100,95.76,130.0
17625,2021,9,6,0,0,1,4,3,25,0,87,77.75,70.0
17626,2022,8,4,3,0,0,1,2,24,0,100,94.15,70.0
17627,2022,7,12,1,0,0,1,2,0,4,100,109.76,95.0
17628,2022,6,6,0,0,0,2,5,0,1,100,86.44,100.0
17629,2022,4,21,3,0,0,3,3,1,1,100,96.94,125.0
17630,2022,2,6,6,1,0,1,3,1,1,100,104.88,129.0
17631,2021,2,27,5,1,0,2,3,1,1,100,103.6,115.0
17632,2022,12,4,6,1,0,1,2,1,1,95,105.3,120.0
17633,2022,2,3,3,0,0,1,6,64,1,100,94.55,102.55
17634,2021,10,27,2,0,0,1,3,5,1,95,89.54,65.0
17635,2021,2,23,1,0,0,2,2,1,1,99,85.17,105.0
17636,2022,5,11,2,0,0,1,2,5,0,100,76.22,65.0
17637,2022,4,8,4,0,0,1,7,103,3,100,136.23,85.0
17638,2022,12,20,1,0,0,1,3,24,0,76,88.01,70.0
17639,2022,11,16,2,0,0,1,3,0,1,91,84.23,109.0
17640,2022,4,19,1,0,0,1,3,24,0,100,85.39,70.0
17641,2022,8,15,0,0,0,1,1,0,4,100,84.22,104.0
17642,2022,7,8,4,0,0,1,3,0,1,100,150.47,119.0
17643,2022,12,3,5,1,0,1,6,0,1,99,133.03,169.0
17644,2022,12,23,4,0,0,1,0,58,1,70,88.56,90.0
17645,2021,4,28,2,0,0,2,3,4,0,93,76.02,70.0
17646,2022,4,1,4,0,0,1,1,58,1,100,126.56,199.0
17647,2022,5,4,2,0,0,1,2,5,0,100,87.28,65.0
17648,2021,11,2,1,0,0,1,1,24,0,100,80.91,70.0
17649,2022,4,30,5,1,0,1,2,58,3,100,156.41,149.0
17650,2022,10,14,4,0,0,2,2,85,1,100,132.17,135.2
17651,2022,3,27,6,1,0,2,3,0,1,63,79.46,80.0
17652,2022,12,25,6,1,0,1,2,9,0,94,83.73,87.36
17653,2022,5,12,3,0,0,1,3,64,1,100,84.13,103.55
17654,2022,11,12,5,1,0,1,2,64,1,100,120.07,165.3
17655,2022,7,24,6,1,0,4,3,3,0,97,89.21,70.0
17656,2022,10,25,1,0,0,1,3,0,0,100,96.23,149.0
17657,2022,11,3,3,0,0,1,2,24,0,90,84.74,70.0
17658,2022,8,26,4,0,0,6,3,3,1,100,111.28,70.0
17659,2022,4,15,4,0,0,2,3,24,0,100,105.14,70.0
17660,2022,1,31,0,0,0,2,3,9,0,100,78.06,83.16
17661,2022,3,20,6,1,0,4,3,58,1,91,83.91,90.0
17662,2022,10,15,5,1,0,1,3,0,1,100,135.68,129.0
17663,2022,5,7,5,1,0,1,7,0,0,100,125.34,124.0
17664,2022,12,7,2,0,0,1,6,21,1,80,80.65,67.6
17665,2022,11,13,6,1,0,1,3,5,0,62,76.89,65.0
17666,2022,2,25,4,0,0,3,3,1,1,100,123.82,150.0
17667,2022,9,13,1,0,0,2,7,78,1,100,82.33,93.0
17668,2022,6,6,0,0,0,2,3,78,1,100,86.44,88.2
17669,2022,4,1,4,0,0,2,6,64,3,100,126.56,193.03
17670,2022,10,23,6,1,0,1,2,9,1,90,86.64,75.6
17671,2022,12,31,5,1,0,1,5,103,0,87,98.9,85.0
17672,2022,1,29,5,1,0,2,2,56,1,100,122.01,100.43
17673,2022,12,12,0,0,0,1,3,0,1,85,84.8,99.0
17674,2022,10,28,4,0,0,1,3,90,1,95,168.05,152.1
17675,2021,4,23,4,0,0,2,3,1,1,97,122.39,120.0
17676,2022,5,19,3,0,0,1,5,3,0,100,92.96,70.0
17677,2021,4,23,4,0,0,2,2,1,1,97,122.39,115.0
17678,2022,12,3,5,1,0,3,3,104,1,99,133.03,149.0
17679,2022,6,3,4,0,0,2,2,49,0,100,153.43,163.53
17680,2021,12,13,0,0,0,1,2,24,4,88,75.87,70.0
17681,2022,11,18,4,0,0,3,3,1,1,99,129.02,149.0
17682,2021,9,26,6,1,0,5,3,3,0,94,84.26,70.0
17683,2022,4,28,3,0,0,1,3,20,1,100,98.14,93.6
17684,2022,9,23,4,0,0,1,2,71,1,100,147.46,113.0
17685,2022,5,11,2,0,0,1,5,10,1,100,76.22,91.62
17686,2022,1,17,0,0,0,4,3,11,1,94,77.55,54.0
17687,2022,6,26,6,1,0,5,1,3,0,94,82.9,70.0
17688,2022,2,10,3,0,0,1,3,64,1,96,102.62,103.55
17689,2022,2,25,4,0,0,1,2,70,1,100,123.82,139.1
17690,2022,6,29,2,0,0,1,3,41,3,100,88.57,95.13
17691,2022,7,30,5,1,0,1,5,104,1,100,150.52,179.0
17692,2022,8,30,1,0,0,1,3,21,1,98,82.25,80.6
17693,2022,10,18,1,0,0,2,2,41,3,100,83.18,102.6
17694,2022,4,23,5,1,0,2,3,56,1,100,136.41,147.14
17695,2022,3,6,6,1,0,1,3,20,1,83,80.13,57.85
17696,2022,12,12,0,0,0,1,2,106,4,85,84.8,99.75
17697,2022,7,5,1,0,0,1,5,71,0,93,93.76,113.0
17698,2022,5,20,4,0,0,2,2,21,1,100,125.44,96.85
17699,2022,4,20,2,0,0,1,2,64,3,100,82.77,108.3
17700,2022,9,30,4,0,0,1,2,1,1,100,142.96,120.0
17701,2022,8,20,5,1,0,1,3,9,1,100,100.31,85.64
17702,2021,11,12,4,0,0,2,3,1,1,100,111.39,105.0
17703,2022,6,20,0,0,0,1,6,107,3,100,91.59,96.36
17704,2022,7,15,4,0,0,3,3,73,0,100,135.93,169.15
17705,2021,5,5,2,0,0,2,2,1,0,100,88.75,105.0
17706,2021,12,14,1,0,0,1,1,24,0,90,77.0,70.0
17707,2022,6,19,6,1,0,1,3,64,0,90,84.33,111.44
17708,2022,9,3,5,1,0,2,7,78,1,100,132.69,119.25
17709,2022,1,10,0,0,0,1,2,0,1,82,72.59,90.0
17710,2022,7,5,1,0,0,1,3,9,0,93,93.76,83.16
17711,2022,4,29,4,0,0,2,3,41,1,100,150.9,143.1
17712,2022,7,13,2,0,0,2,5,103,1,100,104.96,85.0
17713,2022,10,8,5,1,0,1,3,0,1,100,170.76,199.0
17714,2022,4,13,2,0,0,1,6,18,1,100,84.24,77.03
17715,2022,2,26,5,1,0,2,7,0,1,100,128.02,124.0
17716,2022,1,5,2,0,0,1,7,103,1,82,73.67,85.0
17717,2022,8,30,1,0,0,1,2,5,0,98,82.25,65.0
17718,2021,2,13,5,1,0,2,3,1,0,100,107.83,110.0
17719,2022,2,22,1,0,0,1,3,24,0,100,99.05,70.0
17720,2022,12,9,4,0,0,2,6,86,1,89,103.1,144.54
17721,2022,1,2,6,1,0,1,2,0,1,88,79.73,99.0
17722,2022,7,27,2,0,0,1,3,64,1,98,90.77,132.05
17723,2022,1,29,5,1,0,1,3,48,1,100,122.01,137.3
17724,2022,6,14,1,0,0,1,2,15,0,100,91.65,70.0
17725,2021,8,22,6,1,0,5,3,25,0,82,81.36,70.0
17726,2022,8,26,4,0,0,2,2,64,1,100,111.28,134.83
17727,2022,11,5,5,1,0,1,1,56,1,96,112.5,116.0
17728,2022,2,9,2,0,0,1,3,9,1,83,77.53,67.2
17729,2021,11,12,4,0,0,1,5,1,1,100,111.39,85.0
17730,2022,3,14,0,0,0,1,3,20,1,85,77.05,58.5
17731,2022,4,23,5,1,0,1,7,48,3,100,136.41,220.24
17732,2022,11,16,2,0,0,1,3,18,1,91,84.23,75.0
17733,2021,7,7,2,0,0,2,6,3,0,100,92.29,70.0
17734,2022,5,28,5,1,0,2,5,0,1,100,121.25,99.0
17735,2022,4,10,6,1,0,1,2,72,0,70,81.29,83.6
17736,2022,8,1,0,0,0,1,2,24,0,81,85.57,70.0
17737,2022,5,13,4,0,0,1,3,24,0,100,115.42,70.0
17738,2022,2,9,2,0,0,1,2,104,1,83,77.53,99.4
17739,2022,8,28,6,1,0,5,2,3,0,88,79.88,70.0
17740,2022,4,3,6,1,0,1,0,64,3,68,75.22,108.3
17741,2022,5,3,1,0,0,1,3,0,1,98,86.08,104.95
17742,2022,3,30,2,0,0,1,2,0,0,100,84.31,104.0
17743,2022,12,13,1,0,0,1,3,64,1,78,81.45,83.7
17744,2022,4,18,0,0,0,1,2,24,0,99,89.35,70.0
17745,2022,4,15,4,0,0,2,2,58,3,100,105.14,139.0
17746,2021,3,3,2,0,0,1,3,1,1,100,87.32,100.0
17747,2022,7,1,4,0,0,3,3,58,1,100,124.75,149.0
17748,2022,2,13,6,1,0,5,1,1,0,82,83.81,70.0
17749,2021,2,26,4,0,0,3,3,1,1,83,89.04,115.0
17750,2022,3,28,0,0,0,1,3,106,1,93,80.61,93.6
17751,2022,10,19,2,0,0,1,3,78,1,100,81.86,85.5
17752,2021,5,17,0,0,0,4,3,3,0,89,78.21,70.0
17753,2022,10,6,3,0,0,3,2,85,1,100,84.63,100.56
17754,2022,4,25,0,0,0,5,3,78,0,86,84.11,84.15
17755,2022,5,3,1,0,0,1,7,20,1,98,86.08,83.66
17756,2022,10,24,0,0,0,3,3,1,0,100,96.98,71.53
17757,2022,7,31,6,1,0,1,7,0,1,90,81.33,99.0
17758,2022,2,5,5,1,0,1,2,28,1,100,112.22,119.25
17759,2022,7,28,3,0,0,1,2,5,1,100,93.61,65.0
17760,2022,5,6,4,0,0,1,3,104,3,100,135.53,199.0
17761,2022,6,18,5,1,0,1,7,4,0,100,137.31,70.0
17762,2022,7,11,0,0,0,1,3,9,1,100,109.3,83.16
17763,2022,6,6,0,0,0,4,3,25,0,100,86.44,70.0
17764,2022,10,7,4,0,0,2,5,15,0,100,171.94,65.0
17765,2022,3,21,0,0,0,3,3,0,1,100,93.14,105.0
17766,2021,11,23,1,0,0,1,3,5,4,86,77.69,65.0
17767,2022,4,8,4,0,0,1,6,24,0,100,136.23,70.0
17768,2022,11,21,0,0,0,1,0,64,1,100,86.91,101.37
17769,2022,10,28,4,0,0,1,3,0,1,95,168.05,169.0
17770,2021,9,20,0,0,0,1,2,5,0,97,77.94,65.0
17771,2022,11,7,0,0,0,4,2,25,0,83,80.2,70.0
17772,2021,5,19,2,0,0,1,2,103,0,90,71.97,85.0
17773,2022,2,11,4,0,0,1,3,3,0,100,119.76,70.0
17774,2022,10,22,5,1,0,2,3,85,0,100,136.45,135.2
17775,2022,3,16,2,0,0,3,2,0,1,97,85.57,113.0
17776,2022,1,24,0,0,0,1,3,0,1,85,74.37,91.4
17777,2022,2,6,6,1,0,1,3,1,1,100,104.88,129.0
17778,2021,9,10,4,0,0,2,2,1,1,100,114.73,110.0
17779,2021,3,15,0,0,0,2,3,5,3,92,72.42,65.0
17780,2022,3,7,0,0,0,1,3,20,1,84,79.07,58.5
17781,2022,4,15,4,0,0,1,2,0,1,100,105.14,119.0
17782,2022,2,21,0,0,0,1,3,1,1,100,104.04,110.0
17783,2022,4,25,0,0,0,4,2,5,0,86,84.11,65.0
17784,2022,5,31,1,0,0,1,6,68,1,78,88.02,40.0
17785,2022,2,28,0,0,0,1,2,0,4,87,78.75,85.0
17786,2022,3,12,5,1,0,1,3,24,0,100,149.7,70.0
17787,2021,9,7,1,0,0,3,7,4,1,97,76.97,70.0
17788,2021,4,2,4,0,0,2,2,1,1,99,100.24,80.0
17789,2021,8,3,1,0,0,1,5,1,0,95,89.79,115.0
17790,2022,8,29,0,0,0,1,2,5,0,93,81.64,65.0
17791,2022,9,14,2,0,0,1,6,0,0,100,82.88,124.0
17792,2022,4,21,3,0,0,1,2,103,3,100,96.94,85.0
17793,2022,7,12,1,0,0,1,3,0,0,100,109.76,175.0
17794,2021,8,15,6,1,0,2,3,25,0,84,76.82,70.0
17795,2021,4,3,5,1,0,1,3,5,0,99,100.22,65.0
17796,2022,1,23,6,1,0,3,2,64,0,78,76.06,84.55
17797,2022,2,10,3,0,0,1,2,20,1,96,102.62,70.85
17798,2021,2,11,3,0,0,2,3,1,1,98,90.3,110.0
17799,2021,1,16,5,1,0,1,1,1,1,100,106.14,109.0
17800,2022,3,7,0,0,0,1,2,9,1,84,79.07,71.4
17801,2022,12,24,5,1,0,1,5,107,1,76,89.42,79.2
17802,2022,6,28,1,0,0,1,5,103,0,96,83.29,85.0
17803,2022,1,9,6,1,0,4,6,3,0,61,76.0,70.0
17804,2022,4,12,1,0,0,1,6,0,4,93,83.93,70.0
17805,2022,12,2,4,0,0,1,3,64,1,66,99.37,94.05
17806,2022,11,30,2,0,0,1,0,4,0,76,83.06,70.0
17807,2021,9,19,6,1,0,5,6,25,0,87,81.22,70.0
17808,2022,11,9,2,0,0,1,2,67,1,100,89.3,98.1
17809,2022,5,18,2,0,0,1,3,0,1,100,85.9,109.0
17810,2021,12,31,4,0,1,2,7,15,0,81,105.58,65.0
17811,2022,5,3,1,0,0,1,5,20,1,98,86.08,71.5
17812,2022,2,4,4,0,0,1,1,0,4,100,111.79,129.0
17813,2022,12,3,5,1,0,1,2,0,1,99,133.03,174.0
17814,2022,11,11,4,0,0,2,3,85,1,100,137.21,127.2
17815,2022,10,14,4,0,0,2,6,1,1,100,132.17,140.0
17816,2022,9,18,6,1,0,5,2,25,0,76,81.88,70.0
17817,2022,7,16,5,1,0,1,2,43,3,100,130.04,189.05
17818,2022,4,30,5,1,0,1,3,68,1,100,156.41,40.0
17819,2022,4,29,4,0,0,1,3,58,3,100,150.9,174.9
17820,2022,12,16,4,0,0,1,5,24,0,100,149.38,70.0
17821,2022,4,1,4,0,0,3,2,6,0,100,126.56,109.0
17822,2022,11,29,1,0,0,1,2,0,3,74,81.3,104.0
17823,2022,10,29,5,1,0,1,6,9,0,100,173.64,102.94
17824,2022,1,19,2,0,0,2,3,64,1,96,77.41,84.55
17825,2022,12,18,6,1,0,1,2,0,1,61,79.01,114.0
17826,2022,3,21,0,0,0,1,2,103,1,100,93.14,85.0
17827,2022,6,12,6,1,0,5,2,25,0,86,84.34,70.0
17828,2022,1,5,2,0,0,1,3,0,1,82,73.67,85.0
17829,2022,6,25,5,1,0,1,3,72,3,100,127.55,158.72
17830,2022,4,8,4,0,0,2,2,52,3,100,136.23,134.1
17831,2022,8,27,5,1,0,1,3,21,0,100,117.33,93.6
17832,2022,3,5,5,1,0,1,5,0,1,100,132.36,179.0
17833,2021,5,9,6,1,0,5,2,25,0,81,73.02,70.0
17834,2022,5,17,1,0,0,3,5,0,1,100,83.55,100.0
17835,2021,9,10,4,0,0,1,3,1,1,100,114.73,110.0
17836,2022,3,31,3,0,0,1,7,33,1,100,94.99,125.5
17837,2022,6,23,3,0,0,1,2,3,0,100,105.87,70.0
17838,2021,5,5,2,0,0,2,3,1,0,100,88.75,105.0
17839,2022,10,10,0,0,0,1,0,0,0,100,82.35,123.95
17840,2022,3,4,4,0,0,1,3,0,1,100,136.06,109.0
17841,2022,2,23,2,0,0,1,7,58,1,100,96.56,135.3
17842,2022,3,18,4,0,0,1,4,0,1,98,141.58,124.0
17843,2021,9,27,0,0,0,1,5,5,0,97,78.24,65.0
17844,2021,7,11,6,1,0,2,7,3,0,89,76.41,70.0
17845,2022,2,6,6,1,0,1,3,24,0,100,104.88,70.0
17846,2022,2,3,3,0,0,1,1,49,1,100,94.55,86.75
17847,2021,1,3,6,1,0,5,2,3,0,51,74.75,70.0
17848,2022,2,13,6,1,0,1,1,64,1,82,83.81,80.75
17849,2022,5,20,4,0,0,1,3,0,1,100,125.44,149.0
17850,2021,3,25,3,0,0,1,3,1,1,100,83.34,85.0
17851,2022,9,23,4,0,0,1,2,71,1,100,147.46,113.0
17852,2021,4,2,4,0,0,2,3,1,1,99,100.24,80.0
17853,2022,8,15,0,0,0,1,6,72,1,100,84.22,91.52
17854,2021,12,30,3,0,0,1,2,24,0,90,89.96,70.0
17855,2022,12,6,1,0,0,1,3,64,1,84,80.0,79.05
17856,2022,4,6,2,0,0,1,3,107,1,99,84.45,79.2
17857,2022,10,18,1,0,0,2,5,69,1,100,83.18,86.18
17858,2022,3,13,6,1,0,1,2,9,1,90,87.62,79.8
17859,2022,9,23,4,0,0,1,6,24,0,100,147.46,70.0
17860,2022,11,16,2,0,0,2,3,24,1,91,84.23,70.0
17861,2022,3,10,3,0,0,1,3,3,0,100,104.51,70.0
17862,2022,3,2,2,0,0,1,3,64,1,99,84.76,98.8
17863,2022,3,2,2,0,0,1,3,1,1,99,84.76,105.0
17864,2022,5,27,4,0,0,1,2,9,1,100,115.71,102.94
17865,2022,7,16,5,1,0,1,2,18,0,100,130.04,104.25
17866,2022,6,20,0,0,0,1,3,58,0,100,91.59,105.4
17867,2022,8,2,1,0,0,1,0,106,3,88,76.75,116.1
17868,2022,8,15,0,0,0,7,1,24,0,100,84.22,70.0
17869,2022,8,26,4,0,0,1,3,58,1,100,111.28,119.0
17870,2022,6,26,6,1,0,2,2,64,3,94,82.9,110.53
17871,2022,2,2,2,0,0,2,5,24,0,97,74.85,70.0
17872,2022,8,27,5,1,0,1,3,0,0,100,117.33,139.0
17873,2022,11,17,3,0,0,1,6,9,0,90,85.09,75.6
17874,2022,10,15,5,1,0,1,3,68,3,100,135.68,50.0
17875,2022,2,17,3,0,0,1,2,3,0,100,116.42,70.0
17876,2022,10,12,2,0,0,1,2,21,1,100,76.95,80.6
17877,2022,10,15,5,1,0,1,7,28,1,100,135.68,111.75
17878,2022,2,14,0,0,0,1,3,0,0,91,83.93,65.0
17879,2022,10,24,0,0,0,3,3,1,0,100,96.98,71.53
17880,2022,7,17,6,1,0,1,3,0,1,95,98.81,99.0
17881,2022,5,2,0,0,0,7,3,24,0,85,81.53,70.0
17882,2022,10,28,4,0,0,1,3,0,3,95,168.05,259.0
17883,2022,7,27,2,0,0,1,3,24,0,98,90.77,70.0
17884,2022,10,21,4,0,0,1,6,9,1,100,115.9,128.89
17885,2022,8,1,0,0,0,1,2,64,1,81,85.57,122.55
17886,2022,7,7,3,0,0,1,1,58,1,99,122.27,199.0
17887,2022,2,17,3,0,0,4,3,1,1,100,116.42,125.0
17888,2022,9,16,4,0,0,1,3,21,0,100,122.23,83.85
17889,2022,1,26,2,0,0,3,2,0,0,96,75.92,99.85
17890,2022,6,10,4,0,0,1,2,64,1,100,128.93,163.93
17891,2022,12,16,4,0,0,1,2,24,0,100,149.38,70.0
17892,2022,1,27,3,0,0,1,3,0,0,99,87.29,105.9
17893,2021,12,6,0,0,0,1,6,1,1,100,98.82,129.0
17894,2022,12,17,5,1,0,1,3,24,0,79,127.26,70.0
17895,2022,11,24,3,0,0,2,5,0,1,62,93.22,119.9
17896,2022,11,7,0,0,0,1,2,5,0,83,80.2,65.0
17897,2021,2,26,4,0,0,3,3,1,1,83,89.04,115.0
17898,2021,4,28,2,0,0,1,4,103,1,93,76.02,85.0
17899,2022,6,24,4,0,0,2,2,72,1,100,128.01,148.72
17900,2022,8,28,6,1,0,1,3,0,0,88,79.88,99.0
17901,2022,6,25,5,1,0,1,3,0,0,100,127.55,189.0
17902,2022,6,27,0,0,0,2,3,106,1,95,84.45,90.59
17903,2022,10,12,2,0,0,1,6,43,1,100,76.95,113.05
17904,2022,11,11,4,0,0,1,3,4,0,100,137.21,70.0
17905,2022,7,4,0,0,0,1,2,58,1,64,101.11,129.0
17906,2022,8,12,4,0,0,1,6,9,1,99,109.71,103.8
17907,2022,12,11,6,1,0,1,5,103,0,63,80.07,85.0
17908,2022,9,15,3,0,0,4,3,104,3,100,87.29,118.85
17909,2021,5,5,2,0,0,2,3,1,0,100,88.75,105.0
17910,2022,4,13,2,0,0,1,6,0,1,100,84.24,99.0
17911,2021,5,18,1,0,0,1,3,24,0,100,77.74,70.0
17912,2021,8,17,1,0,0,1,2,4,0,99,81.25,70.0
17913,2022,11,25,4,0,0,2,7,0,0,85,109.72,49.0
17914,2022,7,6,2,0,0,1,3,58,1,100,109.12,99.0
17915,2022,3,21,0,0,0,1,5,103,0,100,93.14,85.0
17916,2022,6,12,6,1,0,1,3,9,0,86,84.34,75.6
17917,2021,8,2,0,0,0,3,2,3,0,79,80.14,70.0
17918,2022,2,18,4,0,0,1,2,0,1,100,126.25,99.0
17919,2022,3,8,1,0,0,4,3,0,3,100,94.95,110.5
17920,2022,12,12,0,0,0,4,2,39,1,85,84.8,84.82
17921,2021,12,4,5,1,0,2,3,1,1,100,119.91,115.0
17922,2022,5,20,4,0,0,2,3,72,1,100,125.44,131.12
17923,2022,10,4,1,0,0,1,7,24,0,100,77.29,70.0
17924,2022,7,24,6,1,0,2,3,64,1,97,89.21,94.05
17925,2022,10,21,4,0,0,1,3,1,1,100,115.9,129.0
17926,2022,3,25,4,0,0,3,6,6,0,100,149.51,65.0
17927,2021,12,31,4,0,1,1,3,0,1,81,105.58,85.0
17928,2022,3,31,3,0,0,2,0,106,1,100,94.99,125.1
17929,2022,4,2,5,1,0,1,2,72,1,100,126.59,104.72
17930,2022,9,21,2,0,0,1,2,4,0,100,83.31,70.0
17931,2022,11,5,5,1,0,1,3,24,0,96,112.5,70.0
17932,2022,7,3,6,1,0,2,6,0,3,94,90.1,109.0
17933,2022,7,25,0,0,0,2,3,78,1,99,88.52,62.93
17934,2022,3,18,4,0,0,1,2,0,1,98,141.58,109.0
17935,2022,3,4,4,0,0,1,2,24,0,100,136.06,70.0
17936,2022,8,8,0,0,0,8,3,25,0,94,80.51,70.0
17937,2022,3,4,4,0,0,1,2,0,1,100,136.06,169.0
17938,2022,3,11,4,0,0,2,3,0,1,100,165.51,209.0
17939,2021,9,19,6,1,0,6,2,25,0,87,81.22,70.0
17940,2022,2,4,4,0,0,1,7,64,1,100,111.79,134.83
17941,2021,8,30,0,0,0,1,3,24,0,99,88.69,70.0
17942,2022,3,7,0,0,0,2,7,103,1,84,79.07,85.0
17943,2022,12,13,1,0,0,3,2,0,1,78,81.45,114.0
17944,2021,4,15,3,0,0,3,3,1,1,100,82.09,95.0
17945,2022,10,9,6,1,0,1,2,72,1,100,79.53,83.6
17946,2022,5,17,1,0,0,1,2,20,1,100,83.55,64.35
17947,2022,7,2,5,1,0,1,2,0,1,99,124.14,139.0
17948,2022,6,19,6,1,0,2,3,41,1,90,84.33,107.1
17949,2022,7,16,5,1,0,1,2,9,1,100,130.04,120.24
17950,2022,7,22,4,0,0,1,3,20,0,100,127.61,109.85
17951,2022,9,14,2,0,0,1,2,0,0,100,82.88,124.0
17952,2022,8,20,5,1,0,1,3,0,0,100,100.31,109.0
17953,2021,8,25,2,0,0,4,2,1,1,96,83.55,104.0
17954,2022,9,23,4,0,0,1,2,21,1,100,147.46,148.85
17955,2022,4,6,2,0,0,1,6,55,1,99,84.45,101.15
17956,2022,3,22,1,0,0,3,7,64,3,99,86.83,113.05
17957,2021,9,6,0,0,1,5,3,25,0,87,77.75,70.0
17958,2021,12,15,2,0,0,1,2,5,0,100,78.52,65.0
17959,2022,11,13,6,1,0,5,2,3,0,62,76.89,70.0
17960,2022,10,17,0,0,0,1,6,106,1,99,84.11,107.69
17961,2021,5,16,6,1,0,5,3,25,0,85,77.11,70.0
17962,2022,4,11,0,0,0,1,2,0,4,88,82.45,85.0
17963,2022,10,25,1,0,0,1,1,24,0,100,96.23,70.0
17964,2022,12,11,6,1,0,1,3,0,1,63,80.07,99.0
17965,2022,2,5,5,1,0,1,3,64,1,100,112.22,125.13
17966,2022,5,22,6,1,0,5,6,3,0,80,81.14,70.0
17967,2022,7,28,3,0,0,2,3,55,1,100,93.61,101.75
17968,2022,8,12,4,0,0,1,3,21,1,99,109.71,78.0
17969,2022,1,21,4,0,0,1,2,0,1,91,89.82,109.0
17970,2022,9,17,5,1,0,1,3,1,0,100,127.71,85.0
17971,2021,2,21,6,1,0,2,2,1,0,100,105.86,110.0
17972,2022,1,31,0,0,0,1,7,0,1,100,78.06,95.0
17973,2022,10,29,5,1,0,1,3,50,0,100,173.64,233.1
17974,2021,1,23,5,1,0,1,3,1,1,100,100.21,110.0
17975,2022,5,28,5,1,0,1,3,0,1,100,121.25,119.0
17976,2022,1,12,2,0,0,1,2,64,1,94,78.84,90.25
17977,2022,4,30,5,1,0,2,2,58,3,100,156.41,199.0
17978,2022,8,19,4,0,0,1,5,0,0,100,101.48,75.0
17979,2021,2,11,3,0,0,2,5,1,1,98,90.3,120.0
17980,2021,3,17,2,0,0,1,6,24,0,100,81.02,70.0
17981,2022,7,11,0,0,0,5,3,25,0,100,109.3,70.0
17982,2022,10,8,5,1,0,1,2,0,1,100,170.76,249.0
17983,2022,11,21,0,0,0,1,3,58,1,100,86.91,109.0
17984,2022,3,27,6,1,0,5,2,3,0,63,79.46,70.0
17985,2022,4,2,5,1,0,5,3,4,0,100,126.59,70.0
17986,2022,3,1,1,0,0,1,2,0,4,97,81.35,99.0
17987,2022,1,24,0,0,0,1,7,20,1,85,74.37,55.25
17988,2022,9,6,1,0,0,1,3,0,1,100,32.56,114.0
