,Month,week_number,DayOfWeek,IsWeekend,IsHoliday,Nights,Type,RateCode,TrackCode,Occupied,ADR,Rate
1999,1,4,4,0,0,1,2,0,1,91,89.82,99
2000,1,3,1,0,0,1,3,58,1,96,76.55,85
2001,1,3,1,0,0,1,2,0,4,96,76.55,90
2002,1,2,1,0,0,9,2,5,0,91,75.58,65
2003,1,4,5,1,0,1,7,1,1,100,120.28,139
2004,1,3,6,1,0,3,7,103,1,61,76.0,85
2005,1,4,6,1,0,1,3,78,1,99,83.51,64
2006,1,5,5,1,0,1,3,0,1,100,122.01,139
2007,1,5,3,0,0,1,3,0,0,99,87.29,106
2008,1,4,1,0,0,1,2,0,1,98,76.0,99
2009,1,6,6,1,0,1,1,20,1,63,76.11,55
2010,1,5,5,1,0,1,2,64,1,100,122.01,135
2011,1,2,2,0,0,1,3,18,1,82,73.67,69
2012,1,5,5,1,0,1,2,64,3,100,122.01,135
2013,1,5,5,1,0,1,3,64,1,100,122.01,145
2014,1,2,1,0,0,1,3,4,0,91,75.58,70
2015,1,4,6,1,0,5,3,3,0,99,83.51,70
2016,1,3,3,0,0,1,0,41,1,98,91.08,100
2017,1,4,5,1,0,1,3,1,1,100,120.28,125
2018,1,3,2,0,0,4,2,104,3,94,78.84,104
2019,1,2,6,1,0,1,2,103,1,88,79.73,85
2020,1,4,6,1,0,1,3,9,1,99,83.51,71
2021,1,3,4,0,0,1,2,64,3,100,107.54,115
2022,1,5,3,0,0,5,2,4,0,99,87.29,70
2023,1,5,3,0,0,1,2,64,1,99,87.29,108
2024,1,3,1,0,0,1,3,9,1,96,76.55,71
2025,1,2,4,0,0,2,2,15,0,86,108.62,65
2026,1,4,4,0,0,1,3,0,1,91,89.82,148
2027,1,4,4,0,0,1,2,15,0,91,89.82,95
2028,1,5,4,0,0,1,3,1,1,100,121.52,70
2029,1,5,5,1,0,1,7,104,3,100,122.01,149
2030,1,4,6,1,0,1,3,58,1,99,83.51,111
2031,1,4,5,1,0,1,2,1,1,100,120.28,129
2032,1,2,4,0,0,2,3,1,1,86,108.62,89
2033,1,5,5,1,0,1,2,4,0,100,122.01,70
2034,2,3,2,0,0,1,2,25,0,100,110.27,70
2035,2,3,1,0,0,1,3,28,1,97,95.44,86
2036,2,3,0,0,0,1,6,15,0,91,83.93,90
2037,2,2,4,0,0,1,2,25,0,100,119.76,70
2038,2,2,1,0,0,1,3,0,1,88,76.98,85
2039,2,2,6,1,0,1,3,104,0,100,104.88,149
2040,2,5,6,1,0,1,6,24,0,94,112.02,70
2041,2,2,3,0,0,1,6,64,1,96,102.62,104
2042,2,1,5,1,0,1,2,104,1,100,112.22,119
2043,2,3,6,1,0,3,3,1,0,82,83.81,70
2044,2,1,3,0,0,1,2,5,4,100,94.55,65
2045,2,4,4,0,0,1,7,25,0,100,123.82,70
2046,2,2,2,0,0,1,3,24,4,83,77.53,70
2047,2,1,5,1,0,1,3,1,1,100,112.22,115
2048,2,1,3,0,0,2,2,25,0,100,94.55,70
2049,2,1,2,0,0,1,2,78,0,97,74.85,68
2050,2,4,1,0,0,2,3,1,1,100,99.05,100
2051,2,5,6,1,0,5,2,25,0,94,112.02,70
2052,2,2,1,0,0,2,3,4,0,88,76.98,70
2053,2,2,5,1,0,1,1,104,0,100,119.43,179
2054,2,4,5,1,0,1,1,25,0,100,128.02,70
2055,2,4,3,0,0,1,6,103,1,100,98.85,85
2056,2,1,4,0,0,2,7,50,1,100,111.79,146
2057,2,4,0,0,0,1,3,64,3,100,104.04,104
2058,2,5,0,0,0,1,3,4,0,87,78.75,70
2059,2,5,6,1,0,1,6,64,3,94,112.02,131
2060,2,2,2,0,0,1,3,64,1,83,77.53,76
2061,2,2,0,0,0,1,2,0,4,94,82.99,117
2062,2,1,5,1,0,1,3,1,1,100,112.22,109
2063,2,4,6,1,0,5,2,25,0,92,107.71,70
2064,2,3,2,0,0,1,3,25,0,100,110.27,70
2065,2,5,6,1,0,1,7,0,1,94,112.02,136
2066,2,4,4,0,0,3,2,1,1,100,123.82,150
2067,2,3,6,1,0,1,3,64,1,82,83.81,81
2068,2,2,5,1,0,2,6,1,1,100,119.43,139
2069,2,4,2,0,0,1,7,0,0,100,96.56,130
2070,2,2,6,1,0,1,3,0,1,100,104.88,80
2071,2,2,2,0,0,1,5,64,1,83,77.53,100
2072,2,2,5,1,0,1,6,0,1,100,119.43,164
2073,2,4,5,1,0,1,2,0,1,100,128.02,109
2074,2,4,0,0,0,2,2,4,0,100,104.04,70
2075,2,2,5,1,0,1,6,9,1,100,119.43,116
2076,2,4,1,0,0,2,3,1,0,100,99.05,118
2077,2,2,5,1,0,1,3,15,0,100,119.43,85
2078,2,4,4,0,0,1,2,0,1,100,123.82,99
2079,2,5,6,1,0,1,6,24,0,94,112.02,70
2080,2,2,1,0,0,1,3,58,1,88,76.98,80
2081,2,4,1,0,0,2,3,1,0,100,99.05,118
2082,2,2,3,0,0,1,3,25,0,96,102.62,70
2083,2,2,1,0,0,1,3,0,1,88,76.98,80
2084,2,4,3,0,0,1,2,5,0,100,98.85,65
2085,2,3,1,0,0,1,7,103,1,97,95.44,85
2086,2,3,0,0,0,2,3,0,3,91,83.93,89
2087,2,5,0,0,0,2,6,106,1,87,78.75,109
2088,2,2,3,0,0,1,3,69,1,96,102.62,90
2089,2,2,5,1,0,1,2,3,0,100,119.43,70
2090,2,2,3,0,0,1,1,0,1,96,102.62,119
2091,2,4,5,1,0,1,6,24,0,100,128.02,70
2092,2,2,3,0,0,2,3,24,0,96,102.62,70
2093,2,4,5,1,0,1,3,9,1,100,128.02,155
2094,2,4,4,0,0,1,7,0,1,100,123.82,164
2095,2,2,6,1,0,1,2,1,0,100,104.88,70
2096,2,3,1,0,0,1,3,64,1,97,95.44,108
2097,2,2,5,1,0,2,2,0,1,100,119.43,129
2098,2,3,6,1,0,5,2,1,0,82,83.81,70
2099,2,5,0,0,0,1,2,5,0,87,78.75,65
2100,2,2,5,1,0,1,7,64,1,100,119.43,169
2101,2,1,4,0,0,1,2,0,1,100,111.79,129
2102,2,4,6,1,0,5,2,3,0,92,107.71,70
2103,2,1,2,0,0,1,2,9,1,97,74.85,76
2104,2,2,5,1,0,1,6,0,1,100,119.43,187
2105,2,1,5,1,0,1,3,64,1,100,112.22,125
2106,2,3,2,0,0,4,3,1,1,100,110.27,135
2107,2,3,5,1,0,1,2,104,1,100,131.42,169
2108,2,3,2,0,0,4,4,1,1,100,110.27,135
2109,2,2,4,0,0,1,2,1,1,100,119.76,110
2110,2,3,6,1,0,1,5,103,1,82,83.81,85
2111,2,1,5,1,0,1,2,28,1,100,112.22,119
2112,2,3,1,0,0,1,3,25,0,97,95.44,70
2113,2,4,0,0,0,1,2,0,1,100,104.04,120
2114,2,4,3,0,0,1,4,0,1,100,98.85,134
2115,2,4,5,1,0,1,3,56,1,100,128.02,148
2116,2,2,0,0,0,1,6,64,1,94,82.99,99
2117,2,1,2,0,0,1,3,49,1,97,74.85,71
2118,2,5,0,0,0,1,2,64,1,87,78.75,99
2119,2,4,0,0,0,1,3,107,1,100,104.04,94
2120,2,3,6,1,0,2,2,0,0,82,83.81,70
2121,2,4,3,0,0,2,6,1,1,100,98.85,110
2122,2,3,6,1,0,1,4,72,1,82,83.81,101
2123,2,1,5,1,0,1,1,0,1,100,112.22,129
2124,2,1,4,0,0,2,2,68,1,100,111.79,40
2125,2,2,6,1,0,1,3,1,1,100,104.88,129
2126,2,2,2,0,0,2,7,64,3,83,77.53,86
2127,2,2,4,0,0,1,3,3,0,100,119.76,70
2128,2,3,6,1,0,5,1,1,0,82,83.81,70
2129,2,4,4,0,0,3,2,1,1,100,123.82,150
2130,2,2,6,1,0,1,2,20,1,100,104.88,62
2131,2,4,5,1,0,2,7,0,1,100,128.02,124
2132,2,2,3,0,0,1,5,25,0,96,102.62,70
2133,2,4,0,0,0,1,6,1,1,100,104.04,110
2134,2,1,5,1,0,1,3,58,1,100,112.22,169
2135,2,4,1,0,0,1,3,24,0,100,99.05,70
2136,2,4,3,0,0,1,6,104,1,100,98.85,123
2137,2,2,2,0,0,1,6,103,1,83,77.53,85
2138,2,3,6,1,0,14,2,0,0,82,83.81,70
2139,2,2,3,0,0,1,6,0,1,96,102.62,124
2140,2,4,6,1,0,1,6,0,0,92,107.71,70
2141,2,4,1,0,0,2,3,1,1,100,99.05,100
2142,2,4,2,0,0,1,5,64,1,100,96.56,127
2143,2,3,3,0,0,1,6,15,0,100,116.42,100
2144,2,2,2,0,0,1,3,9,1,83,77.53,67
2145,2,5,6,1,0,1,3,24,0,94,112.02,70
2146,2,3,6,1,0,1,3,58,0,82,83.81,115
2147,2,2,2,0,0,1,2,0,1,83,77.53,80
2148,2,4,0,0,0,1,6,1,1,100,104.04,110
2149,2,1,5,1,0,1,0,0,1,100,112.22,134
2150,2,2,1,0,0,1,3,9,1,88,76.98,94
2151,2,2,2,0,0,1,2,104,1,83,77.53,99
2152,2,2,3,0,0,2,3,1,1,96,102.62,115
2153,2,3,3,0,0,4,3,1,1,100,116.42,125
2154,2,1,4,0,0,1,5,103,3,100,111.79,85
2155,2,4,3,0,0,1,3,9,1,100,98.85,100
2156,2,4,3,0,0,1,3,0,1,100,98.85,85
2157,2,3,0,0,0,2,3,58,1,91,83.93,105
2158,2,4,6,1,0,5,2,25,0,92,107.71,70
2159,2,4,4,0,0,1,7,0,0,100,123.82,189
2160,2,4,4,0,0,1,3,25,0,100,123.82,70
2161,2,2,4,0,0,1,2,1,1,100,119.76,105
2162,2,2,1,0,0,1,0,24,0,88,76.98,70
2163,2,5,0,0,0,1,2,58,3,87,78.75,95
2164,2,3,1,0,0,5,5,1,1,97,95.44,145
2165,2,2,6,1,0,1,2,64,1,100,104.88,76
2166,2,1,3,0,0,1,5,25,0,100,94.55,70
2167,2,2,0,0,0,1,3,10,1,94,82.99,80
2168,2,1,4,0,0,1,3,64,3,100,111.79,143
2169,2,5,6,1,0,5,2,25,0,94,112.02,70
2170,2,4,6,1,0,5,3,3,0,92,107.71,70
2171,2,1,4,0,0,1,7,64,1,100,111.79,135
2172,2,1,2,0,0,1,3,9,0,97,74.85,71
2173,2,4,6,1,0,2,3,1,1,92,107.71,115
2174,2,1,3,0,0,1,2,0,1,100,94.55,113
2175,2,3,4,0,0,1,2,0,1,100,126.25,99
2176,2,2,5,1,0,1,3,102,1,100,119.43,152
2177,2,2,4,0,0,1,6,1,1,100,119.76,125
2178,2,1,3,0,0,1,2,25,0,100,94.55,70
2179,2,3,3,0,0,4,3,1,1,100,116.42,125
2180,2,3,0,0,0,1,3,0,0,91,83.93,65
2181,2,3,3,0,0,1,2,3,0,100,116.42,70
2182,2,5,0,0,0,1,3,106,4,87,78.75,86
2183,2,4,6,1,0,5,2,25,0,92,107.71,70
2184,2,1,2,0,0,2,5,24,0,97,74.85,70
2185,2,4,2,0,0,2,2,64,1,100,96.56,127
2186,2,2,3,0,0,1,3,25,0,96,102.62,70
2187,2,2,3,0,0,1,2,0,1,96,102.62,109
2188,2,2,5,1,0,2,5,1,1,100,119.43,139
2189,2,4,2,0,0,1,7,58,1,100,96.56,135
2190,2,2,6,1,0,1,3,24,0,100,104.88,70
2191,2,3,2,0,0,1,2,0,4,100,110.27,139
2192,2,1,3,0,0,1,1,49,1,100,94.55,87
2193,2,4,3,0,0,1,6,0,1,100,98.85,120
2194,2,3,1,0,0,5,2,1,1,97,95.44,120
2195,2,1,5,1,0,1,7,49,0,100,112.22,114
2196,2,4,3,0,0,2,3,1,1,100,98.85,110
2197,2,3,2,0,0,4,5,1,1,100,110.27,135
2198,2,1,4,0,0,1,3,0,1,100,111.79,139
2199,2,3,1,0,0,5,3,1,1,97,95.44,145
2200,2,2,5,1,0,1,2,1,0,100,119.43,105
2201,2,3,0,0,0,1,0,58,0,91,83.93,99
2202,2,2,3,0,0,1,6,25,0,96,102.62,70
2203,2,4,0,0,0,1,3,1,1,100,104.04,110
2204,2,5,0,0,0,1,2,0,4,87,78.75,85
2205,2,1,5,1,0,1,2,0,1,100,112.22,119
2206,2,3,1,0,0,5,3,1,1,97,95.44,130
2207,2,2,3,0,0,1,2,20,1,96,102.62,71
2208,2,2,4,0,0,1,6,1,1,100,119.76,125
2209,2,1,4,0,0,1,6,25,0,100,111.79,70
2210,2,2,3,0,0,2,3,1,1,96,102.62,115
2211,2,1,5,1,0,1,6,1,1,100,112.22,115
2212,2,4,5,1,0,1,3,24,0,100,128.02,70
2213,2,3,0,0,0,2,3,0,0,91,83.93,89
2214,2,1,5,1,0,1,3,58,1,100,112.22,169
2215,2,1,4,0,0,1,3,0,1,100,111.79,139
2216,2,2,5,1,0,1,5,15,0,100,119.43,95
2217,2,4,2,0,0,1,3,24,0,100,96.56,70
2218,2,1,4,0,0,1,1,0,4,100,111.79,129
2219,2,3,1,0,0,1,6,64,1,97,95.44,100
2220,2,2,1,0,0,1,6,35,1,88,76.98,131
2221,2,3,0,0,0,1,3,0,1,91,83.93,89
2222,2,1,3,0,0,2,3,1,0,100,94.55,129
2223,2,3,6,1,0,6,2,1,0,82,83.81,70
2224,2,3,2,0,0,1,3,64,3,100,110.27,93
2225,2,3,1,0,0,1,3,0,0,97,95.44,114
2226,2,1,5,1,0,1,3,64,1,100,112.22,125
2227,2,3,0,0,0,2,1,0,1,91,83.93,89
2228,2,4,5,1,0,2,6,64,3,100,128.02,183
2229,2,1,2,0,0,1,2,0,0,97,74.85,99
2230,2,1,3,0,0,1,3,0,0,100,94.55,109
2231,2,2,3,0,0,1,3,64,1,96,102.62,113
2232,2,4,6,1,0,5,2,25,0,92,107.71,70
2233,2,1,5,1,0,1,2,9,1,100,112.22,138
2234,2,4,6,1,0,3,6,1,1,92,107.71,125
2235,2,2,3,0,0,1,2,5,0,96,102.62,65
2236,2,1,3,0,0,1,3,25,0,100,94.55,70
2237,2,4,2,0,0,2,3,18,1,100,96.56,84
2238,2,2,5,1,0,1,6,1,1,100,119.43,159
2239,2,2,3,0,0,1,5,64,1,96,102.62,123
2240,2,2,0,0,0,1,3,106,4,94,82.99,86
2241,2,3,1,0,0,1,3,5,0,97,95.44,65
2242,2,3,5,1,0,1,0,0,0,100,131.42,135
2243,2,1,3,0,0,1,3,25,0,100,94.55,70
2244,2,1,3,0,0,1,7,0,1,100,94.55,118
2245,2,1,5,1,0,1,3,72,1,100,112.22,127
2246,2,1,5,1,0,1,2,64,3,100,112.22,115
2247,2,1,1,0,0,1,2,34,1,100,78.92,112
2248,2,1,2,0,0,1,2,0,4,97,74.85,90
2249,2,5,6,1,0,1,6,25,0,94,112.02,70
2250,2,5,6,1,0,1,3,58,3,94,112.02,120
2251,2,1,1,0,0,2,2,64,1,100,78.92,94
2252,2,4,5,1,0,1,5,24,0,100,128.02,70
2253,2,4,4,0,0,3,3,1,1,100,123.82,150
2254,2,4,5,1,0,1,3,0,1,100,128.02,125
2255,2,4,3,0,0,1,7,58,3,100,98.85,129
2256,2,2,5,1,0,1,2,0,0,100,119.43,154
2257,2,2,6,1,0,1,2,1,0,100,104.88,70
2258,2,2,5,1,0,2,3,18,1,100,119.43,123
2259,2,3,1,0,0,1,3,25,0,97,95.44,70
2260,2,3,0,0,0,2,6,0,0,91,83.93,65
2261,2,2,0,0,0,1,7,103,1,94,82.99,85
2262,2,2,1,0,0,1,2,5,0,88,76.98,65
2263,2,2,5,1,0,2,3,1,1,100,119.43,105
2264,2,2,2,0,0,1,3,20,1,83,77.53,52
2265,2,5,6,1,0,1,6,24,0,94,112.02,70
2266,2,1,2,0,0,1,1,20,1,97,74.85,52
2267,2,2,5,1,0,1,3,64,3,100,119.43,174
2268,2,4,4,0,0,3,2,1,1,100,123.82,150
2269,2,2,6,1,0,1,3,1,1,100,104.88,129
2270,2,4,3,0,0,2,3,1,1,100,98.85,110
2271,2,3,2,0,0,4,3,1,1,100,110.27,135
2272,2,4,5,1,0,5,1,24,0,100,128.02,70
2273,2,3,5,1,0,1,6,15,0,100,131.42,100
2274,2,1,2,0,0,1,3,64,3,97,74.85,85
2275,2,4,4,0,0,3,7,1,1,100,123.82,0
2276,2,1,4,0,0,1,5,103,1,100,111.79,85
2277,2,1,2,0,0,1,7,0,1,97,74.85,85
2278,2,2,3,0,0,2,3,1,1,96,102.62,115
2279,2,4,3,0,0,3,2,41,3,100,98.85,131
2280,2,1,4,0,0,2,2,104,0,100,111.79,139
2281,2,1,4,0,0,1,3,25,0,100,111.79,70
2282,2,1,1,0,0,1,5,103,3,100,78.92,85
2283,2,3,0,0,0,1,3,5,0,91,83.93,65
2284,2,1,2,0,0,1,3,0,1,97,74.85,90
2285,2,4,4,0,0,3,2,1,1,100,123.82,150
2286,2,2,5,1,0,2,3,18,1,100,119.43,112
2287,2,3,1,0,0,1,7,25,0,97,95.44,70
2288,2,2,1,0,0,1,3,20,1,88,76.98,52
2289,2,4,2,0,0,1,5,24,0,100,96.56,70
2290,2,2,5,1,0,1,2,24,0,100,119.43,70
2291,2,3,1,0,0,5,3,1,1,97,95.44,130
2292,2,2,2,0,0,1,2,15,1,83,77.53,76
2293,2,2,4,0,0,1,6,1,1,100,119.76,125
2294,2,1,5,1,0,1,3,1,1,100,112.22,115
2295,2,2,0,0,0,3,5,64,1,94,82.99,99
2296,2,3,0,0,0,1,6,0,0,91,83.93,99
2297,2,2,3,0,0,1,3,64,3,96,102.62,123
2298,2,4,5,1,0,1,3,0,1,100,128.02,119
2299,2,2,6,1,0,1,2,25,0,100,104.88,70
2300,2,2,0,0,0,4,2,64,1,94,82.99,109
2301,2,4,3,0,0,1,4,103,1,100,98.85,85
2302,2,1,1,0,0,1,2,5,0,100,78.92,65
2303,2,2,1,0,0,1,2,18,1,88,76.98,76
2304,2,4,4,0,0,3,3,1,1,100,123.82,150
2305,2,2,4,0,0,1,2,1,1,100,119.76,110
2306,2,1,1,0,0,1,7,103,1,100,78.92,85
2307,2,1,4,0,0,2,1,64,3,100,111.79,135
2308,2,2,4,0,0,1,2,104,1,100,119.76,169
2309,2,3,6,1,0,1,7,64,0,82,83.81,90
2310,2,2,5,1,0,2,3,104,0,100,119.43,164
2311,2,3,3,0,0,4,2,1,1,100,116.42,125
2312,2,3,1,0,0,1,1,0,1,97,95.44,114
2313,2,2,3,0,0,1,3,64,1,96,102.62,110
2314,2,2,3,0,0,1,3,64,1,96,102.62,104
2315,2,4,4,0,0,1,2,70,1,100,123.82,139
2316,2,3,2,0,0,4,7,1,1,100,110.27,135
2317,2,2,5,1,0,2,3,0,3,100,119.43,164
2318,2,1,3,0,0,1,3,64,1,100,94.55,104
2319,2,3,6,1,0,5,2,1,0,82,83.81,70
2320,2,4,2,0,0,2,1,103,1,100,96.56,85
2321,2,3,6,1,0,5,2,1,0,82,83.81,70
2322,2,4,1,0,0,1,6,0,1,100,99.05,139
2323,2,3,0,0,0,1,3,0,1,91,83.93,99
2324,2,2,6,1,0,1,2,1,0,100,104.88,70
2325,2,2,6,1,0,1,2,49,0,100,104.88,111
2326,2,2,6,1,0,1,2,1,0,100,104.88,70
2327,2,1,2,0,0,1,2,0,4,97,74.85,90
2328,2,2,6,1,0,1,3,1,1,100,104.88,129
2329,2,1,5,1,0,8,2,64,3,100,112.22,154
2330,2,1,4,0,0,2,1,78,1,100,111.79,89
2331,2,1,3,0,0,1,2,0,4,100,94.55,119
2332,2,5,0,0,0,1,3,20,1,87,78.75,52
2333,2,4,4,0,0,3,6,1,1,100,123.82,130
2334,2,4,2,0,0,1,5,24,0,100,96.56,70
2335,2,4,3,0,0,1,2,9,1,100,98.85,92
2336,2,3,2,0,0,4,3,1,1,100,110.27,135
2337,2,5,0,0,0,1,3,64,1,87,78.75,76
2338,2,2,1,0,0,1,6,43,1,88,76.98,85
2339,2,2,3,0,0,1,6,64,1,96,102.62,123
2340,2,2,4,0,0,1,6,1,1,100,119.76,125
2341,2,5,0,0,0,2,3,43,3,87,78.75,90
2342,2,4,3,0,0,1,6,104,1,100,98.85,139
2343,2,2,1,0,0,2,3,5,1,88,76.98,65
2344,2,2,3,0,0,2,2,48,0,96,102.62,134
2345,2,5,0,0,0,1,2,20,1,87,78.75,58
2346,2,4,6,1,0,1,6,4,0,92,107.71,70
2347,2,1,2,0,0,1,7,64,3,97,74.85,85
2348,2,1,4,0,0,1,2,25,0,100,111.79,70
2349,2,1,4,0,0,2,2,64,3,100,111.79,136
2350,2,4,2,0,0,1,3,103,1,100,96.56,85
2351,2,5,6,1,0,5,3,25,0,94,112.02,70
2352,2,3,1,0,0,1,5,106,1,97,95.44,105
2353,2,1,3,0,0,1,3,64,1,100,94.55,104
2354,2,4,1,0,0,2,3,1,1,100,99.05,100
2355,2,4,4,0,0,3,3,1,1,100,123.82,130
2356,2,4,4,0,0,3,4,1,1,100,123.82,130
2357,2,3,0,0,0,3,0,0,1,91,83.93,129
2358,2,1,3,0,0,1,6,64,1,100,94.55,103
2359,2,4,4,0,0,3,3,1,1,100,123.82,150
2360,2,3,0,0,0,1,3,0,3,91,83.93,89
2361,2,2,1,0,0,1,4,0,4,88,76.98,100
2362,2,4,0,0,0,1,3,3,0,100,104.04,70
2363,2,1,4,0,0,1,6,104,1,100,111.79,139
2364,2,1,3,0,0,1,3,24,0,100,94.55,70
2365,2,1,3,0,0,1,7,58,3,100,94.55,110
2366,2,1,3,0,0,1,3,0,0,100,94.55,109
2367,2,4,5,1,0,1,5,24,0,100,128.02,70
2368,2,4,6,1,0,12,1,25,0,92,107.71,70
2369,2,1,4,0,0,1,2,0,1,100,111.79,139
2370,2,3,6,1,0,1,3,20,0,82,83.81,62
2371,2,3,1,0,0,1,3,24,0,97,95.44,70
2372,2,2,6,1,0,1,2,0,1,100,104.88,95
2373,2,1,3,0,0,1,3,64,1,100,94.55,104
2374,2,3,6,1,0,1,2,104,1,82,83.81,95
2375,2,4,0,0,0,1,3,103,1,100,104.04,85
2376,2,1,4,0,0,2,2,106,3,100,111.79,124
2377,2,3,6,1,0,1,6,1,0,82,83.81,70
2378,2,1,2,0,0,1,3,58,3,97,74.85,91
2379,2,1,2,0,0,2,5,64,1,97,74.85,94
2380,2,4,3,0,0,1,7,64,1,100,98.85,117
2381,2,5,0,0,0,1,4,58,3,87,78.75,130
2382,2,4,3,0,0,1,3,24,0,100,98.85,70
2383,2,5,0,0,0,1,3,4,1,87,78.75,70
2384,2,3,1,0,0,5,6,1,1,97,95.44,145
2385,2,4,3,0,0,3,5,0,1,100,98.85,124
2386,2,4,1,0,0,2,3,1,0,100,99.05,118
2387,2,3,0,0,0,1,3,0,3,91,83.93,89
2388,2,2,5,1,0,1,3,1,1,100,119.43,139
2389,2,3,0,0,0,2,5,0,0,91,83.93,134
2390,2,4,3,0,0,1,3,4,0,100,98.85,70
2391,2,1,1,0,0,1,2,64,1,100,78.92,94
2392,2,4,0,0,0,1,6,1,1,100,104.04,110
2393,2,3,1,0,0,1,3,25,0,97,95.44,70
2394,2,1,4,0,0,1,3,25,0,100,111.79,70
2395,2,2,0,0,0,1,3,18,1,94,82.99,67
2396,2,4,1,0,0,1,5,7,1,100,99.05,110
2397,2,3,6,1,0,1,5,103,0,82,83.81,85
2398,2,3,1,0,0,1,3,0,1,97,95.44,114
2399,2,1,3,0,0,1,1,49,1,100,94.55,95
2400,2,3,6,1,0,1,6,4,1,82,83.81,70
2401,2,4,4,0,0,1,2,3,0,100,123.82,70
2402,2,1,2,0,0,5,3,24,0,97,74.85,70
2403,2,4,4,0,0,1,2,3,0,100,123.82,70
2404,2,5,6,1,0,5,2,25,0,94,112.02,70
2405,2,4,1,0,0,1,3,24,0,100,99.05,70
2406,2,3,6,1,0,5,3,1,0,82,83.81,70
2407,2,2,4,0,0,1,2,0,1,100,119.76,162
2408,2,2,6,1,0,1,3,1,1,100,104.88,129
2409,2,1,4,0,0,2,3,68,1,100,111.79,40
2410,2,3,6,1,0,4,2,1,0,82,83.81,70
2411,2,2,2,0,0,2,7,0,1,83,77.53,114
2412,2,3,6,1,0,1,3,104,3,82,83.81,100
2413,2,5,6,1,0,1,5,15,0,94,112.02,129
2414,2,2,5,1,0,1,3,64,1,100,119.43,159
2415,2,2,3,0,0,1,2,5,0,96,102.62,65
2416,2,3,4,0,0,1,2,0,1,100,126.25,99
2417,2,2,0,0,0,1,6,64,1,94,82.99,87
2418,2,1,4,0,0,1,0,9,1,100,111.79,120
2419,2,5,0,0,0,1,3,0,4,87,78.75,95
2420,2,2,1,0,0,1,2,0,1,88,76.98,90
2421,2,3,6,1,0,5,2,1,0,82,83.81,70
2422,2,4,2,0,0,1,2,25,0,100,96.56,70
2423,2,4,1,0,0,2,6,71,0,100,99.05,118
2424,2,4,1,0,0,1,5,24,0,100,99.05,70
2425,2,1,4,0,0,1,3,64,3,100,111.79,135
2426,2,3,1,0,0,5,5,1,1,97,95.44,145
2427,2,4,3,0,0,1,1,49,1,100,98.85,97
2428,2,1,5,1,0,1,5,24,0,100,112.22,70
2429,2,2,5,1,0,1,2,20,1,100,119.43,64
2430,2,1,3,0,0,1,2,64,1,100,94.55,113
2431,2,4,3,0,0,1,5,0,1,100,98.85,134
2432,2,2,6,1,0,1,5,0,0,100,104.88,144
2433,2,1,5,1,0,1,5,15,0,100,112.22,95
2434,2,3,1,0,0,1,5,45,1,97,95.44,104
2435,2,4,2,0,0,1,6,64,1,100,96.56,109
2436,2,3,6,1,0,2,6,0,0,82,83.81,65
2437,2,3,0,0,0,2,3,0,3,91,83.93,89
2438,2,1,3,0,0,1,7,64,1,100,94.55,118
2439,2,3,3,0,0,4,3,1,1,100,116.42,125
2440,2,3,6,1,0,1,6,20,0,82,83.81,65
2441,2,4,5,1,0,1,6,25,0,100,128.02,70
2442,2,3,6,1,0,1,3,0,1,82,83.81,100
2443,2,4,6,1,0,2,6,1,1,92,107.71,125
2444,2,2,0,0,0,1,2,58,1,94,82.99,101
2445,2,2,3,0,0,1,2,9,1,96,102.62,92
2446,2,3,1,0,0,1,6,103,0,97,95.44,85
2447,2,1,1,0,0,1,6,0,1,100,78.92,85
2448,2,4,3,0,0,2,6,0,1,100,98.85,104
2449,2,4,6,1,0,5,2,25,0,92,107.71,70
2450,2,1,5,1,0,1,2,78,1,100,112.22,119
2451,2,2,6,1,0,1,2,20,1,100,104.88,62
2452,2,2,4,0,0,1,6,1,1,100,119.76,120
2453,2,3,0,0,0,1,7,0,0,91,83.93,89
2454,2,3,0,0,0,1,2,64,0,91,83.93,94
2455,2,2,3,0,0,2,3,1,1,96,102.62,115
2456,2,1,3,0,0,3,3,1,0,100,94.55,129
2457,2,3,0,0,0,1,3,0,1,91,83.93,99
2458,2,2,4,0,0,1,3,0,1,100,119.76,164
2459,2,5,0,0,0,1,2,0,4,87,78.75,95
2460,2,2,3,0,0,1,5,25,0,96,102.62,70
2461,2,4,3,0,0,1,1,68,3,100,98.85,40
2462,2,2,5,1,0,1,3,25,0,100,119.43,70
2463,2,2,2,0,0,1,2,35,1,83,77.53,111
2464,2,4,3,0,0,1,3,0,1,100,98.85,85
2465,2,2,5,1,0,1,3,1,0,100,119.43,105
2466,2,2,1,0,0,1,2,58,1,88,76.98,85
2467,2,1,1,0,0,1,2,0,1,100,78.92,99
2468,2,4,6,1,0,5,3,25,0,92,107.71,70
2469,2,1,4,0,0,1,3,106,1,100,111.79,125
2470,2,4,4,0,0,1,2,24,0,100,123.82,70
2471,2,4,5,1,0,1,2,24,0,100,128.02,70
2472,2,2,3,0,0,1,7,64,1,96,102.62,132
2473,2,4,5,1,0,0,7,0,1,100,128.02,138
2474,2,2,1,0,0,1,5,103,1,88,76.98,85
2475,2,4,0,0,0,3,3,3,1,100,104.04,70
2476,2,2,5,1,0,1,3,3,0,100,119.43,70
2477,2,4,6,1,0,2,3,1,1,92,107.71,125
2478,2,4,6,1,0,2,3,1,1,92,107.71,115
